Crop,Rainfall_mm,Temperature_C,Fertilizer_Used,Irrigation_Used,Weather_Condition,Soil_Type,Region,Nitrogen,Phosphorus,Potassium,Soil_pH,Yield_kg_per_acre
Sorghum,1151.6,27.1,0,0,Cloudy,Peaty,Central,114,23,101,5.88,1734.6
Wheat,611.6,29.0,1,0,Sunny,Silty,South,137,21,40,6.02,2969.7
Cotton,1127.6,28.7,1,0,Stormy,Loamy,West,51,20,105,8.29,1652.2
Wheat,956.7,34.4,0,0,Stormy,Silty,South,99,94,61,5.85,1947.5
Soybean,725.1,29.3,1,0,Windy,Peaty,South,91,84,33,5.84,1804.7
Maize,1257.5,30.9,1,1,Windy,Chalky,East,66,65,38,5.66,2994.2
Sorghum,770.7,32.4,1,0,Windy,Clay,West,51,78,117,6.95,1768.6
Maize,1306.8,38.8,0,1,Stormy,Peaty,Central,52,94,85,6.61,2410.9
Barley,1060.3,23.5,1,1,Rainy,Sandy,South,111,26,45,7.37,2774.6
Maize,1187.0,36.8,1,0,Stormy,Silty,East,119,85,110,7.04,2817.6
Barley,1073.7,41.8,1,0,Cloudy,Silty,West,101,34,115,5.4,2603.5
Barley,1059.8,23.9,1,1,Stormy,Chalky,West,68,91,100,5.85,2350.0
Soybean,964.6,25.7,1,0,Stormy,Sandy,North,74,66,39,7.59,1599.7
Maize,682.0,24.4,1,0,Sunny,Chalky,North,99,59,65,6.34,2673.3
Barley,918.8,30.9,1,1,Sunny,Sandy,South,68,61,53,7.45,2472.5
Sugarcane,1174.9,15.8,0,1,Sunny,Clay,North,70,70,93,6.38,5184.7
Cotton,1115.8,24.0,0,1,Stormy,Silty,South,116,54,85,5.73,1582.6
Wheat,1050.4,25.4,1,0,Rainy,Silty,Central,115,60,107,6.26,2872.3
Wheat,271.3,24.8,0,0,Cloudy,Clay,South,100,76,107,5.73,2227.8
Soybean,836.0,24.8,1,1,Cloudy,Loamy,North,41,57,118,6.05,2754.4
Maize,804.5,24.1,1,0,Rainy,Chalky,Central,72,91,51,6.66,2921.3
Maize,569.0,31.7,1,1,Rainy,Clay,North,111,27,81,6.91,3305.7
Barley,1171.1,30.2,0,0,Cloudy,Chalky,South,101,93,79,5.23,1689.8
Sorghum,292.4,37.2,1,1,Windy,Peaty,East,98,82,76,6.49,1932.8
Rice,1151.0,31.7,1,0,Sunny,Silty,West,79,23,52,6.03,3669.6
Barley,1298.8,20.4,0,1,Sunny,Chalky,North,88,67,119,5.98,1867.2
Cotton,837.0,26.0,0,0,Cloudy,Sandy,South,71,71,105,6.61,1310.3
Sugarcane,877.7,25.3,1,0,Rainy,Chalky,Central,77,57,112,6.06,5119.5
Wheat,1190.3,28.5,0,1,Windy,Peaty,North,131,24,48,7.61,2284.3
Barley,670.9,33.6,0,0,Cloudy,Silty,North,118,89,81,7.45,2294.1
Rice,1098.2,28.1,1,0,Sunny,Clay,West,126,43,63,7.45,3679.8
Rice,624.7,28.1,1,1,Stormy,Peaty,South,127,96,58,6.1,3139.0
Barley,534.8,27.1,1,0,Rainy,Silty,East,52,36,90,5.73,2385.6
Soybean,988.8,31.9,0,0,Stormy,Chalky,Central,124,97,114,6.57,1326.7
Wheat,892.0,23.6,0,0,Cloudy,Loamy,South,93,45,64,6.38,2462.8
Soybean,383.7,18.3,0,1,Sunny,Loamy,Central,115,22,34,6.01,2316.2
Sugarcane,1324.6,30.9,1,1,Windy,Sandy,North,52,21,105,5.56,5227.6
Rice,775.6,29.3,0,1,Stormy,Silty,West,78,21,36,6.47,2817.9
Rice,1053.2,34.9,0,1,Windy,Loamy,West,62,41,70,6.18,3551.1
Cotton,1381.6,12.4,1,1,Sunny,Clay,East,131,90,31,7.05,2314.3
Sugarcane,974.3,26.4,1,0,Stormy,Silty,West,53,23,118,7.03,5265.7
Rice,1282.0,27.6,1,0,Windy,Clay,North,56,57,39,7.38,2938.7
Sugarcane,641.1,17.9,0,1,Windy,Clay,East,63,89,73,5.49,4877.5
Wheat,1326.3,26.5,1,0,Stormy,Loamy,South,97,92,99,6.82,2672.7
Maize,652.2,34.1,0,0,Sunny,Silty,West,102,71,64,5.92,2666.3
Rice,728.7,39.5,0,0,Windy,Chalky,East,73,50,91,5.52,2608.7
Cotton,463.6,32.9,1,0,Cloudy,Peaty,North,90,45,103,6.16,1614.1
Wheat,980.5,25.1,1,1,Stormy,Loamy,Central,125,55,102,7.35,2727.6
Barley,1089.3,34.6,1,1,Rainy,Loamy,Central,49,45,49,6.2,3082.4
Sugarcane,1130.0,32.5,1,0,Rainy,Chalky,North,111,47,64,7.75,5199.5
Barley,470.5,24.1,1,0,Sunny,Silty,North,60,24,66,6.94,2792.8
Soybean,1012.5,23.5,0,1,Cloudy,Silty,Central,76,93,101,6.18,2329.4
Wheat,1023.6,26.0,0,0,Windy,Clay,East,46,37,83,7.43,2253.6
Barley,1084.4,20.7,0,0,Rainy,Chalky,Central,129,34,109,6.86,2227.5
Sorghum,668.2,25.1,1,0,Sunny,Chalky,North,52,76,57,5.75,2040.4
Sorghum,148.4,29.9,0,1,Cloudy,Silty,West,119,24,99,7.99,2039.3
Rice,1111.9,33.2,1,1,Cloudy,Clay,South,69,56,61,6.71,3429.2
Sugarcane,856.3,24.7,1,0,Sunny,Loamy,West,70,41,40,6.52,5568.8
Maize,984.1,35.3,0,0,Sunny,Sandy,West,44,71,71,5.82,2398.1
Wheat,871.6,30.9,0,0,Windy,Peaty,North,71,34,52,7.44,1985.0
Rice,970.4,31.2,1,0,Sunny,Loamy,Central,55,36,59,6.91,3223.5
Cotton,1121.1,21.5,0,0,Windy,Silty,East,112,70,38,7.0,1187.2
Soybean,342.9,37.8,1,0,Windy,Peaty,West,61,64,117,6.09,1683.6
Sugarcane,1242.3,30.3,0,1,Stormy,Sandy,Central,103,82,88,7.17,5093.1
Wheat,845.4,25.0,0,1,Cloudy,Sandy,East,83,47,57,7.23,2463.1
Sorghum,1388.1,23.9,0,0,Cloudy,Clay,West,79,78,117,5.96,1962.5
Wheat,762.2,25.1,0,1,Cloudy,Peaty,East,76,40,108,5.37,2621.7
Maize,695.5,20.9,0,0,Stormy,Clay,Central,117,61,62,6.97,2267.6
Sorghum,855.5,32.9,1,0,Windy,Loamy,South,55,88,76,5.24,1780.9
Maize,1050.0,21.5,0,1,Windy,Chalky,Central,82,36,51,6.62,2240.0
Cotton,817.7,28.7,0,1,Sunny,Chalky,North,123,87,58,6.14,1384.2
Soybean,1071.8,24.3,0,0,Stormy,Chalky,East,102,26,63,7.47,1522.3
Cotton,783.9,31.0,1,0,Sunny,Peaty,South,54,59,71,6.19,1463.6
Rice,910.5,31.8,1,1,Stormy,Chalky,East,83,59,81,7.39,2956.5
Rice,1571.0,23.1,1,1,Sunny,Loamy,East,129,62,76,6.09,4210.3
Cotton,1007.2,26.8,1,0,Rainy,Clay,West,48,92,103,7.3,1662.2
Soybean,1031.2,18.3,1,0,Cloudy,Peaty,North,104,70,80,8.15,2146.1
Cotton,458.2,37.2,0,0,Cloudy,Clay,East,138,92,74,5.65,1383.9
Soybean,1306.3,33.4,0,1,Windy,Peaty,Central,83,42,104,6.73,1838.9
Soybean,1219.9,18.6,0,0,Rainy,Clay,Central,59,51,63,8.5,2175.9
Barley,685.7,21.8,1,1,Cloudy,Sandy,West,109,50,50,6.55,2339.1
Sorghum,1214.0,26.2,1,0,Windy,Clay,North,113,36,42,6.55,2047.9
Sugarcane,998.9,27.2,0,1,Rainy,Chalky,North,72,77,83,7.13,5455.5
Soybean,913.9,22.9,1,1,Cloudy,Sandy,Central,119,54,54,6.53,2360.3
Maize,1287.3,20.1,1,1,Sunny,Clay,South,139,49,50,5.13,3628.7
Soybean,746.3,29.4,1,1,Stormy,Peaty,West,45,83,30,7.41,2102.0
Soybean,683.3,37.4,0,0,Rainy,Peaty,West,122,72,87,4.9,1667.5
Soybean,962.3,27.3,0,1,Windy,Peaty,Central,70,70,98,6.17,2113.2
Barley,1058.5,25.2,1,1,Rainy,Silty,Central,105,56,115,7.47,2864.1
Sorghum,1189.9,24.6,1,1,Windy,Loamy,South,57,25,100,6.21,2336.8
Barley,854.7,20.4,1,0,Rainy,Peaty,South,67,53,42,5.95,2193.5
Rice,645.1,23.0,1,0,Windy,Sandy,North,107,75,81,7.2,2751.2
Barley,1658.6,33.8,0,0,Cloudy,Peaty,West,104,44,52,5.82,2270.1
Maize,574.0,14.6,1,0,Sunny,Silty,West,119,32,50,5.52,3067.4
Maize,916.5,27.4,0,0,Cloudy,Chalky,Central,84,82,35,6.72,2406.4
Barley,1133.9,27.2,0,0,Sunny,Sandy,North,97,85,49,6.35,2227.3
Sorghum,1245.3,27.7,0,1,Cloudy,Silty,West,86,24,105,5.51,2226.0
Cotton,729.9,31.4,1,1,Cloudy,Chalky,North,105,94,69,7.01,1643.0
Sugarcane,337.5,27.4,0,1,Rainy,Sandy,North,91,30,38,6.87,4964.1
Sorghum,722.9,24.3,0,0,Stormy,Clay,Central,75,97,79,6.21,1539.0
Barley,1158.4,23.1,1,1,Windy,Loamy,North,40,63,57,6.27,2735.9
Soybean,1091.2,34.8,1,1,Windy,Loamy,South,78,88,40,6.88,2432.3
Wheat,1101.0,33.2,1,0,Windy,Silty,South,126,21,104,7.45,2783.2
Sugarcane,1113.5,44.3,0,1,Sunny,Chalky,East,129,59,117,6.27,5076.9
Sugarcane,1302.0,25.3,1,0,Windy,Loamy,Central,114,56,85,7.02,5413.7
Maize,667.2,23.2,0,1,Windy,Chalky,East,40,68,108,6.95,2240.4
Sugarcane,540.6,29.7,0,0,Rainy,Chalky,South,114,94,64,7.2,4940.9
Barley,1011.1,29.6,1,0,Cloudy,Silty,East,127,55,110,6.53,2618.7
Soybean,585.4,30.8,0,0,Windy,Silty,Central,113,94,54,5.77,1871.0
Soybean,521.7,32.1,0,1,Stormy,Silty,Central,53,92,48,6.13,1939.5
Rice,1267.2,30.8,0,1,Windy,Loamy,North,117,89,60,6.77,3277.2
Soybean,975.1,33.5,0,0,Sunny,Silty,West,110,53,110,7.95,1933.8
Sorghum,908.5,34.2,1,0,Sunny,Loamy,North,62,77,79,6.11,2305.1
Soybean,914.8,34.4,0,1,Sunny,Silty,Central,82,56,116,7.14,2372.4
Maize,868.2,13.4,1,1,Windy,Peaty,South,61,79,92,6.24,2815.7
Soybean,1265.2,28.4,0,0,Rainy,Chalky,South,99,31,76,6.59,2077.9
Rice,445.6,21.5,0,1,Stormy,Silty,North,139,51,30,7.71,2470.1
Wheat,433.2,33.3,1,1,Windy,Sandy,Central,66,23,87,7.11,2475.9
Barley,619.1,13.3,0,1,Rainy,Chalky,South,95,52,39,5.51,2101.0
Maize,986.7,35.8,0,0,Rainy,Chalky,Central,41,62,37,6.04,2486.1
Sorghum,1441.6,21.8,0,0,Windy,Silty,South,78,28,55,7.5,1377.0
Wheat,1160.7,20.4,0,1,Windy,Clay,Central,90,70,63,6.61,2677.3
Maize,1077.7,29.1,0,0,Rainy,Silty,East,58,39,48,5.58,2720.5
Cotton,876.0,24.8,0,1,Rainy,Chalky,Central,101,58,107,5.84,1446.0
Sugarcane,500.2,37.7,1,1,Rainy,Sandy,Central,110,42,101,7.06,5246.6
Cotton,1054.5,35.2,1,0,Windy,Chalky,North,115,60,30,7.3,1411.0
Soybean,1507.8,23.9,1,0,Rainy,Sandy,East,106,63,77,6.51,2395.2
Wheat,828.0,33.3,0,0,Sunny,Loamy,West,102,54,54,8.48,2642.5
Soybean,731.8,23.7,0,1,Windy,Peaty,North,44,42,53,7.16,1865.0
Sugarcane,829.4,23.7,0,1,Sunny,Chalky,West,111,77,76,6.31,5169.9
Maize,1079.9,31.3,1,0,Cloudy,Silty,South,117,67,113,5.85,3279.0
Sugarcane,933.5,35.7,0,0,Windy,Loamy,West,100,77,98,5.72,4870.0
Rice,1173.0,24.4,1,0,Cloudy,Peaty,Central,139,76,96,6.77,3130.5
Sugarcane,890.0,24.8,0,1,Rainy,Silty,West,110,58,61,6.11,5601.2
Rice,827.7,28.8,0,1,Rainy,Clay,North,46,47,46,7.84,3265.5
Sugarcane,968.7,21.6,0,1,Stormy,Silty,North,89,83,90,7.67,5190.1
Barley,738.1,36.4,1,0,Rainy,Sandy,West,85,81,98,7.01,2121.6
Rice,1422.2,21.6,0,0,Cloudy,Sandy,North,135,81,40,5.56,3046.5
Wheat,1146.9,23.2,1,1,Rainy,Clay,North,111,45,67,5.96,2847.9
Soybean,570.1,37.6,0,0,Windy,Loamy,West,115,70,97,7.5,1983.6
Sorghum,676.3,28.3,0,0,Rainy,Peaty,East,113,69,48,6.05,1679.5
Soybean,1069.6,38.7,1,0,Stormy,Silty,East,53,55,116,7.4,2188.0
Cotton,955.0,25.7,0,0,Rainy,Sandy,South,112,45,46,6.88,1102.3
Soybean,990.8,42.1,0,1,Cloudy,Loamy,North,133,52,42,6.54,2522.9
Maize,842.4,30.7,0,0,Cloudy,Clay,West,108,87,30,5.94,2658.1
Barley,1036.6,22.5,0,1,Rainy,Chalky,North,104,92,31,6.42,2184.2
Sugarcane,849.4,22.4,1,1,Cloudy,Sandy,Central,104,27,111,6.65,5371.1
Cotton,1069.0,18.3,1,0,Cloudy,Clay,North,96,85,95,7.33,1638.6
Maize,1131.9,18.9,0,1,Stormy,Silty,North,101,42,97,5.79,2781.3
Maize,1382.0,23.0,0,1,Windy,Peaty,East,59,89,45,6.29,2676.2
Rice,745.6,21.1,1,0,Stormy,Sandy,West,114,74,33,6.54,2556.2
Soybean,896.7,11.5,0,1,Sunny,Sandy,North,65,62,86,7.03,1977.1
Wheat,534.3,32.0,1,1,Stormy,Silty,East,83,40,102,5.77,2382.6
Sorghum,1447.9,31.7,0,1,Rainy,Chalky,South,106,41,114,5.45,1950.9
Wheat,307.4,28.9,1,1,Windy,Loamy,East,109,28,52,7.04,2509.2
Cotton,1404.9,20.2,1,1,Rainy,Peaty,East,101,53,31,5.29,1917.3
Barley,928.0,36.9,1,1,Sunny,Sandy,East,84,78,96,7.53,2712.5
Wheat,1025.5,25.9,1,1,Windy,Peaty,North,50,45,116,6.38,2468.8
Sugarcane,850.3,22.0,0,1,Cloudy,Sandy,North,111,20,55,5.26,4905.3
Wheat,909.3,28.4,0,0,Stormy,Peaty,South,132,24,36,6.12,1923.1
Cotton,1076.4,28.1,1,0,Rainy,Clay,Central,113,60,73,6.8,1840.3
Sorghum,409.0,12.0,1,0,Sunny,Sandy,Central,73,82,62,6.07,2063.0
Wheat,704.4,26.8,1,1,Cloudy,Peaty,Central,127,41,93,6.52,2704.7
Sugarcane,646.5,27.7,1,1,Stormy,Loamy,South,85,87,65,7.09,5416.8
Rice,1034.2,24.7,0,1,Cloudy,Clay,Central,120,67,33,6.34,3378.9
Barley,901.3,19.1,1,0,Stormy,Clay,Central,71,85,52,5.75,2180.6
Cotton,1085.4,19.2,1,0,Windy,Loamy,East,114,35,54,6.26,1788.6
Rice,949.4,30.1,1,0,Cloudy,Peaty,North,137,99,119,7.63,3173.9
Rice,1217.6,31.6,1,1,Cloudy,Silty,North,127,72,114,7.85,4028.0
Rice,677.9,24.3,1,0,Cloudy,Loamy,East,44,84,103,4.88,3246.1
Maize,917.4,29.3,1,0,Windy,Peaty,East,102,98,56,7.37,2725.4
Barley,1232.8,24.3,1,1,Sunny,Loamy,East,68,83,80,6.7,2904.4
Sorghum,1172.8,21.9,0,0,Stormy,Loamy,North,87,87,108,7.24,1495.9
Soybean,456.1,28.3,1,1,Cloudy,Sandy,Central,137,82,110,6.06,2373.2
Barley,593.7,20.1,1,0,Windy,Peaty,East,55,81,98,5.09,1633.2
Maize,875.5,38.4,1,1,Sunny,Silty,South,64,90,109,6.97,3370.3
Soybean,829.5,18.4,0,1,Stormy,Sandy,East,111,64,52,5.75,1575.8
Barley,880.4,28.7,0,1,Windy,Loamy,West,68,71,38,5.39,2690.9
Rice,1138.9,27.9,0,1,Stormy,Chalky,East,91,93,62,5.45,2449.8
Cotton,986.8,27.4,1,1,Cloudy,Loamy,North,85,84,64,6.98,2033.6
Soybean,1004.3,35.9,1,0,Sunny,Loamy,East,64,21,79,6.61,2344.2
Sugarcane,1101.2,10.9,1,1,Windy,Peaty,West,62,68,53,7.13,5143.6
Sugarcane,1222.3,29.5,0,1,Sunny,Peaty,South,73,41,117,7.04,5210.1
Wheat,100.0,25.4,1,1,Cloudy,Sandy,Central,106,48,53,6.16,2425.8
Soybean,784.0,30.5,0,1,Sunny,Silty,East,133,54,48,6.44,2178.0
Cotton,635.1,27.3,0,0,Sunny,Sandy,West,73,95,68,6.09,1310.6
Sorghum,1042.6,26.5,0,1,Rainy,Clay,West,71,43,90,6.33,1825.5
Maize,761.4,19.8,0,0,Sunny,Loamy,South,68,49,54,5.73,2820.8
Rice,922.8,23.0,0,1,Stormy,Chalky,North,48,61,54,6.81,2444.6
Wheat,1155.6,45.0,1,1,Windy,Loamy,East,105,90,56,7.36,3006.6
Sugarcane,719.1,30.6,1,0,Rainy,Loamy,West,96,69,61,5.85,5752.7
Maize,1008.8,33.3,0,0,Windy,Sandy,South,78,90,40,7.53,2329.0
Maize,1366.1,24.9,1,0,Windy,Chalky,Central,46,79,98,6.59,2958.6
Rice,1149.5,21.9,1,1,Cloudy,Chalky,West,108,49,62,6.69,3228.6
Sorghum,424.3,31.7,0,0,Cloudy,Chalky,South,47,31,48,5.14,1154.7
Sorghum,812.5,15.6,0,1,Rainy,Sandy,North,135,68,45,5.05,2151.0
Soybean,1006.7,23.1,1,0,Cloudy,Loamy,North,57,65,40,6.62,2398.6
Sugarcane,1065.8,24.9,1,0,Cloudy,Sandy,West,121,62,104,7.13,5232.5
Sorghum,824.3,32.7,1,1,Cloudy,Peaty,West,88,21,103,5.96,2243.7
Cotton,708.1,29.5,1,0,Windy,Peaty,East,55,94,98,7.84,1415.3
Sorghum,920.3,24.2,0,0,Rainy,Sandy,South,60,99,116,7.09,1694.9
Maize,573.9,29.2,1,1,Windy,Chalky,West,49,73,84,5.77,2555.1
Rice,1229.9,25.2,0,1,Stormy,Loamy,East,43,54,54,6.52,2995.1
Cotton,1460.6,33.4,0,1,Windy,Sandy,East,83,71,106,8.48,1582.0
Soybean,1018.4,28.4,1,0,Stormy,Sandy,West,47,52,63,5.51,1666.7
Sugarcane,830.3,37.4,1,0,Sunny,Sandy,North,94,91,41,6.92,5264.7
Soybean,1182.3,25.3,1,0,Sunny,Clay,South,58,70,117,6.24,2446.7
Maize,1131.6,34.4,0,0,Stormy,Peaty,South,103,45,50,7.07,2149.3
Cotton,817.3,27.5,0,0,Stormy,Chalky,North,79,81,58,7.51,654.6
Cotton,885.6,22.8,0,1,Windy,Silty,West,90,80,80,6.19,1619.1
Cotton,717.1,42.6,0,0,Stormy,Chalky,South,48,45,52,7.4,514.5
Maize,949.4,34.9,1,1,Rainy,Silty,West,69,56,62,8.28,3415.6
Maize,989.7,28.4,0,0,Sunny,Clay,West,95,49,37,6.55,2725.4
Soybean,666.0,31.6,0,1,Sunny,Sandy,East,120,30,71,7.13,1901.0
Wheat,577.6,20.5,1,0,Stormy,Clay,North,83,72,106,6.03,2351.3
Soybean,502.2,20.7,0,0,Cloudy,Clay,West,98,60,98,6.52,1803.9
Sugarcane,1025.0,33.7,0,1,Cloudy,Loamy,Central,54,24,70,6.36,5220.3
Rice,896.6,27.0,1,0,Stormy,Peaty,North,107,85,103,7.14,2851.6
Cotton,874.9,26.1,0,1,Rainy,Silty,South,109,32,92,7.46,2075.4
Wheat,1039.4,25.3,0,0,Cloudy,Sandy,East,100,82,43,6.41,2226.0
Rice,629.7,27.9,0,0,Stormy,Silty,South,119,44,117,7.73,2791.1
Wheat,578.9,25.5,0,1,Rainy,Chalky,South,129,63,91,7.72,2265.2
Sorghum,972.3,14.8,1,0,Rainy,Silty,North,62,33,104,7.18,2325.1
Sorghum,381.4,35.5,0,1,Windy,Chalky,South,116,88,75,6.09,1889.0
Barley,822.3,26.3,1,0,Rainy,Peaty,West,86,78,96,6.01,2240.4
Sorghum,1639.9,38.0,0,0,Cloudy,Chalky,South,56,75,82,5.85,1489.7
Soybean,495.4,16.4,1,0,Cloudy,Silty,East,96,71,81,7.26,2160.3
Sorghum,771.1,16.4,1,0,Stormy,Silty,East,93,85,36,5.53,1932.2
Maize,263.1,25.3,1,0,Stormy,Chalky,Central,130,87,110,7.04,2367.8
Cotton,829.9,32.9,0,0,Rainy,Clay,East,91,31,113,5.64,1279.8
Soybean,1490.0,19.7,0,0,Sunny,Peaty,South,61,94,83,7.16,1965.9
Rice,1040.1,19.4,0,1,Windy,Loamy,East,122,87,40,6.51,3328.3
Barley,715.9,29.2,1,0,Sunny,Sandy,North,78,62,54,7.57,2175.3
Barley,1554.4,25.1,0,0,Rainy,Silty,East,138,92,88,7.41,2693.0
Barley,377.3,30.3,0,0,Rainy,Sandy,West,52,93,117,7.65,1995.8
Rice,1036.2,25.2,0,1,Sunny,Loamy,North,117,25,95,7.67,3521.9
Rice,919.5,29.3,0,1,Windy,Sandy,Central,134,34,56,6.61,2884.9
Rice,825.9,35.2,1,0,Sunny,Loamy,West,105,61,112,5.57,3552.5
Rice,1142.1,19.7,1,0,Stormy,Chalky,South,91,50,87,5.66,2561.2
Barley,545.4,34.1,0,0,Cloudy,Clay,South,53,72,40,4.83,1756.5
Barley,993.8,16.8,0,1,Stormy,Silty,South,112,25,84,5.63,2086.2
Wheat,955.7,30.7,0,0,Cloudy,Loamy,West,113,52,48,6.56,2411.0
Soybean,638.7,35.5,1,1,Rainy,Sandy,West,102,48,68,6.05,2091.5
Cotton,1485.0,23.9,0,0,Windy,Silty,West,110,40,114,6.36,1873.1
Sorghum,845.4,30.9,1,1,Sunny,Clay,North,67,73,119,6.89,2758.8
Sorghum,858.4,24.1,1,1,Windy,Chalky,North,128,75,115,6.26,2015.0
Maize,591.7,30.5,0,0,Sunny,Silty,South,85,40,99,5.6,2815.3
Barley,851.0,13.4,0,0,Stormy,Loamy,East,67,74,40,6.46,1770.8
Maize,1600.4,28.0,0,0,Stormy,Clay,South,41,77,43,5.78,2730.8
Soybean,824.2,29.4,1,0,Sunny,Sandy,Central,56,83,89,6.28,2264.0
Soybean,1055.6,35.1,1,0,Windy,Clay,North,98,65,65,7.57,1830.6
Maize,1185.2,32.6,0,0,Sunny,Clay,West,91,41,70,6.28,2925.3
Barley,845.6,26.0,1,0,Rainy,Peaty,North,43,79,31,7.92,2070.9
Maize,777.1,28.6,0,1,Stormy,Clay,West,116,30,86,7.65,2921.9
Sorghum,1041.7,18.3,0,0,Rainy,Clay,Central,121,66,89,6.04,2000.3
Wheat,827.6,36.9,1,0,Stormy,Silty,Central,42,50,49,5.61,2103.3
Sorghum,800.4,31.1,1,1,Stormy,Sandy,North,76,96,51,6.46,1779.2
Sugarcane,1182.0,15.8,1,0,Cloudy,Silty,West,136,37,33,7.42,5399.4
Barley,879.2,28.5,1,0,Rainy,Silty,Central,63,41,85,6.11,2627.3
Barley,1264.0,28.9,0,0,Rainy,Loamy,South,111,75,87,7.23,2666.5
Cotton,872.4,22.4,0,0,Cloudy,Silty,South,74,36,117,7.47,1291.8
Rice,504.8,27.6,0,1,Windy,Peaty,West,41,57,94,5.88,3005.4
Sugarcane,100.0,21.8,1,1,Rainy,Peaty,North,72,44,117,5.96,5450.6
Soybean,348.6,18.6,0,0,Sunny,Loamy,Central,115,51,87,7.07,1846.1
Barley,400.2,23.3,1,0,Cloudy,Chalky,North,125,34,59,6.62,2038.2
Maize,980.0,28.0,1,1,Rainy,Sandy,South,116,32,105,5.95,3472.7
Sugarcane,608.6,32.6,1,0,Windy,Sandy,Central,49,77,48,6.22,5000.6
Cotton,307.8,27.4,0,1,Rainy,Silty,North,120,69,91,6.44,1698.5
Soybean,860.7,32.6,1,1,Stormy,Silty,East,101,30,97,5.25,2348.4
Rice,575.5,30.9,1,1,Sunny,Chalky,West,82,32,108,7.11,3635.8
Rice,1038.9,20.8,1,0,Cloudy,Silty,West,108,69,113,6.12,3389.1
Cotton,1031.5,30.8,1,0,Stormy,Sandy,East,98,57,73,4.5,1155.7
Cotton,1063.2,31.0,1,0,Windy,Clay,South,48,20,113,6.48,1579.3
Maize,132.5,37.5,1,1,Stormy,Peaty,Central,116,58,90,5.91,2587.1
Barley,913.6,29.5,1,0,Stormy,Clay,West,99,46,50,7.85,2030.7
Rice,863.6,19.6,1,0,Windy,Clay,East,102,55,39,6.03,3097.8
Soybean,533.5,23.7,1,1,Stormy,Sandy,East,91,51,59,5.62,1645.7
Sugarcane,258.8,15.9,1,0,Cloudy,Clay,South,62,60,53,6.91,4884.3
Soybean,867.4,30.1,1,0,Rainy,Chalky,South,69,34,77,5.97,2092.2
Wheat,1219.2,36.9,1,0,Stormy,Loamy,North,82,50,84,5.88,2208.5
Wheat,125.5,12.7,0,1,Cloudy,Silty,West,107,25,81,6.91,2451.1
Cotton,650.2,37.2,0,0,Rainy,Loamy,North,60,71,67,5.67,1151.6
Maize,939.5,30.0,1,1,Rainy,Peaty,East,82,41,96,5.33,2926.0
Wheat,1237.5,20.5,1,1,Stormy,Silty,Central,112,50,37,7.88,2657.9
Rice,806.3,28.5,1,1,Cloudy,Clay,Central,46,92,58,6.96,3441.5
Soybean,1479.3,20.7,0,0,Stormy,Peaty,South,55,65,39,6.29,1733.6
Soybean,361.4,29.6,0,0,Windy,Silty,Central,62,86,98,6.5,1731.9
Cotton,294.9,27.4,0,0,Rainy,Chalky,Central,97,62,104,6.9,1074.6
Barley,1205.3,29.0,1,1,Stormy,Chalky,Central,126,20,97,7.28,2332.0
Barley,195.1,21.5,1,1,Rainy,Chalky,East,70,63,78,5.9,2097.3
Sugarcane,1038.5,22.4,1,0,Cloudy,Chalky,Central,108,76,87,6.79,5152.8
Cotton,811.6,30.0,1,1,Sunny,Clay,Central,45,28,64,6.09,1755.5
Sorghum,629.7,24.0,0,0,Stormy,Loamy,Central,104,24,79,6.35,1586.0
Sugarcane,772.0,27.9,1,0,Stormy,Silty,North,98,98,69,6.63,5113.0
Sorghum,513.3,29.7,0,0,Rainy,Clay,East,67,28,41,6.49,1579.7
Barley,804.5,25.7,0,0,Cloudy,Chalky,South,57,64,114,7.09,1846.8
Cotton,905.2,33.9,1,0,Windy,Loamy,North,127,96,45,6.89,1796.1
Sorghum,775.1,25.9,0,0,Cloudy,Peaty,West,116,43,107,5.29,1859.7
Cotton,724.5,25.7,0,0,Stormy,Peaty,East,136,93,114,5.41,798.9
Cotton,976.2,23.2,0,1,Windy,Peaty,East,49,61,77,6.2,1334.3
Barley,1397.9,33.2,0,0,Cloudy,Chalky,West,46,41,30,7.96,1760.1
Sugarcane,820.1,22.8,1,1,Sunny,Peaty,West,76,79,94,5.82,5608.7
Sugarcane,1146.0,34.5,1,1,Rainy,Sandy,West,135,56,51,6.33,5634.7
Cotton,610.1,28.0,0,0,Cloudy,Silty,South,84,58,44,6.07,1493.6
Wheat,499.8,43.1,1,1,Cloudy,Silty,Central,125,93,113,6.06,2701.8
Maize,1036.0,23.0,0,1,Sunny,Chalky,East,55,93,96,6.64,2958.5
Barley,829.9,34.7,1,1,Stormy,Sandy,Central,127,72,43,7.62,1912.1
Maize,1238.8,30.1,1,0,Rainy,Clay,Central,53,47,102,6.86,2878.4
Maize,1297.6,23.9,1,0,Cloudy,Clay,West,50,96,48,5.86,2892.7
Sugarcane,1151.7,30.1,1,0,Windy,Peaty,South,122,34,69,8.5,5134.2
Sugarcane,1145.2,29.8,1,0,Cloudy,Loamy,North,126,79,33,6.56,5685.5
Wheat,100.0,25.0,0,0,Rainy,Clay,South,73,79,62,6.04,1697.3
Maize,1033.4,29.6,1,1,Cloudy,Loamy,Central,99,25,72,7.63,3636.9
Maize,1158.9,34.0,0,1,Sunny,Silty,South,52,71,66,6.12,3165.1
