farm_id,region,crop_type,yield_kg_per_hectare,rainfall_mm,temperature_C,pesticide_usage_ml,soil_pH,soil_moisture_%,humidity_%,sunlight_hours,total_days,sowing_date,harvest_date,irrigation_type,fertilizer_type,crop_disease_status,NDVI_index
FARM00161,Algeria,"Rice, paddy",1295.9,89.0,17.85,81655.0,6.16,21.23,48.27,9.06,113,2002-01-15,2002-05-15,Drip,NPK 15-15-15,None,0.39
FARM00162,Algeria,Sorghum,3390.0,89.0,17.85,81655.0,6.98,24.48,49.05,7.89,115,2002-01-15,2002-05-15,Sprinkler,NPK 15-15-15,None,0.63
FARM00163,Algeria,Wheat,1073.9,89.0,17.85,81655.0,7.21,24.28,47.46,7.67,145,2002-01-15,2002-05-15,Drip,NPK 15-15-15,None,0.42
FARM00164,Algeria,Maize,3172.9,89.0,17.38,374786.0,6.21,21.24,44.74,8.43,127,2004-01-15,2004-05-15,Drip,Urea,None,0.63
FARM00165,Algeria,Potatoes,20358.5,89.0,17.38,374786.0,6.14,30.89,48.89,8.94,105,2004-01-15,2004-05-15,Rainfed,NPK 15-15-15,None,0.86
FARM00166,Algeria,"Rice, paddy",1282.9,89.0,17.38,374786.0,6.64,24.6,54.81,8.33,124,2004-01-15,2004-05-15,Drip,DAP,None,0.4
FARM00167,Algeria,Sorghum,4331.6,89.0,17.38,374786.0,6.99,25.14,45.27,9.72,124,2004-01-15,2004-05-15,Rainfed,Urea,None,0.58
FARM00168,Algeria,Wheat,1358.2,89.0,17.38,374786.0,7.46,19.63,50.82,8.87,143,2004-01-15,2004-05-15,Flood,Urea,Moderate,0.46
FARM00169,Algeria,Maize,3386.4,89.0,17.19,366287.0,6.41,36.63,48.17,8.17,127,2005-01-15,2005-05-15,Drip,NPK 15-15-15,None,0.58
FARM00170,Algeria,Potatoes,21626.7,89.0,17.19,366287.0,5.54,38.41,45.08,8.29,100,2005-01-15,2005-05-15,Flood,NPK 15-15-15,Moderate,0.83
FARM00171,Algeria,"Rice, paddy",1299.8,89.0,17.19,366287.0,6.19,22.37,51.02,7.97,121,2005-01-15,2005-05-15,Drip,NPK 15-15-15,None,0.43
FARM00172,Algeria,Sorghum,3348.6,89.0,17.19,366287.0,6.41,32.4,50.56,8.79,126,2005-01-15,2005-05-15,Rainfed,Urea,None,0.58
FARM00173,Algeria,Wheat,1505.7,89.0,17.19,366287.0,6.77,25.81,49.76,8.1,132,2005-01-15,2005-05-15,Rainfed,NPK 15-15-15,None,0.43
FARM00174,Algeria,Maize,6566.8,89.0,18.13,411072.0,6.62,34.29,53.97,8.57,110,2006-01-15,2006-05-15,Flood,NPK 15-15-15,None,0.71
FARM00175,Algeria,Potatoes,22068.9,89.0,18.13,411072.0,5.9,27.95,54.32,9.64,101,2006-01-15,2006-05-15,Drip,DAP,None,0.8
FARM00176,Algeria,"Rice, paddy",1276.9,89.0,18.13,411072.0,6.79,26.77,47.19,8.78,118,2006-01-15,2006-05-15,Drip,DAP,Moderate,0.44
FARM00177,Algeria,Sorghum,5672.8,89.0,18.13,411072.0,6.7,15.0,46.55,8.37,135,2006-01-15,2006-05-15,Flood,Urea,None,0.67
FARM00178,Algeria,Wheat,1506.8,89.0,18.13,411072.0,7.31,21.88,41.26,8.23,138,2006-01-15,2006-05-15,Drip,NPK 15-15-15,None,0.43
FARM00179,Algeria,Maize,8562.5,89.0,17.42,539079.0,6.41,26.37,53.46,9.47,116,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.7
FARM00180,Algeria,Potatoes,18992.7,89.0,17.42,539079.0,6.75,27.26,47.04,8.72,108,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.8
FARM00181,Algeria,"Rice, paddy",1337.5,89.0,17.42,539079.0,6.72,20.2,44.89,9.02,111,2007-01-15,2007-05-15,Drip,NPK 15-15-15,None,0.37
FARM00182,Algeria,Sorghum,11905.9,89.0,17.42,539079.0,6.4,22.63,43.59,7.95,124,2007-01-15,2007-05-15,Sprinkler,Urea,None,0.84
FARM00183,Algeria,Wheat,1274.2,89.0,17.42,539079.0,6.43,29.04,43.57,7.35,138,2007-01-15,2007-05-15,Rainfed,Organic Compost,Mild,0.48
FARM00184,Algeria,Maize,4471.4,89.0,17.55,1155612.0,6.67,19.36,54.3,9.44,130,2008-01-15,2008-05-15,Sprinkler,NPK 15-15-15,None,0.71
FARM00185,Algeria,Potatoes,23639.3,89.0,17.55,1155612.0,5.72,26.94,50.86,9.26,108,2008-01-15,2008-05-15,Sprinkler,NPK 15-15-15,None,0.94
FARM00186,Algeria,"Rice, paddy",1395.2,89.0,17.55,1155612.0,6.75,32.46,41.31,7.56,116,2008-01-15,2008-05-15,Flood,DAP,None,0.42
FARM00187,Algeria,Sorghum,6178.6,89.0,17.55,1155612.0,6.87,28.2,41.47,9.08,124,2008-01-15,2008-05-15,Flood,NPK 15-15-15,None,0.71
FARM00188,Algeria,Wheat,1103.8,89.0,17.55,1155612.0,6.77,27.95,47.75,9.51,145,2008-01-15,2008-05-15,Rainfed,Urea,None,0.41
FARM00189,Algeria,Maize,3091.4,89.0,17.78,386799.0,6.2,16.17,43.08,8.1,111,2009-01-15,2009-05-15,Sprinkler,NPK 15-15-15,None,0.52
FARM00190,Algeria,Potatoes,25076.4,89.0,17.78,386799.0,5.27,22.16,46.14,8.37,113,2009-01-15,2009-05-15,Drip,Organic Compost,None,0.85
FARM00191,Algeria,"Rice, paddy",1459.4,89.0,17.78,386799.0,6.34,36.54,53.36,9.94,118,2009-01-15,2009-05-15,Drip,NPK 15-15-15,None,0.41
FARM00192,Algeria,Sorghum,9046.5,89.0,17.78,386799.0,7.0,23.28,51.43,9.42,118,2009-01-15,2009-05-15,Sprinkler,DAP,None,0.75
FARM00193,Algeria,Wheat,1597.5,89.0,17.78,386799.0,6.87,32.59,40.3,7.82,143,2009-01-15,2009-05-15,Drip,Urea,None,0.41
FARM00194,Algeria,Maize,2582.7,89.0,17.59,129588.0,6.06,23.22,43.2,7.9,123,2010-01-15,2010-05-15,Flood,Urea,None,0.6
FARM00195,Algeria,Potatoes,27052.6,89.0,17.59,129588.0,5.86,24.88,48.23,8.23,100,2010-01-15,2010-05-15,Sprinkler,NPK 15-15-15,None,0.83
FARM00196,Algeria,"Rice, paddy",1530.5,89.0,17.59,129588.0,6.63,28.85,51.76,8.62,113,2010-01-15,2010-05-15,Sprinkler,Organic Compost,Mild,0.49
FARM00197,Algeria,Sorghum,3028.6,89.0,17.59,129588.0,6.39,26.77,43.96,8.83,134,2010-01-15,2010-05-15,Drip,Organic Compost,None,0.56
FARM00198,Algeria,Wheat,1483.8,89.0,17.59,129588.0,6.85,28.18,48.72,7.41,149,2010-01-15,2010-05-15,Drip,Urea,None,0.37
FARM00199,Algeria,Maize,2337.4,89.0,17.79,1386176.0,6.52,22.18,45.32,7.92,110,2011-01-15,2011-05-15,Sprinkler,Urea,None,0.55
FARM00200,Algeria,Potatoes,29280.6,89.0,17.79,1386176.0,5.4,20.59,54.15,6.92,118,2011-01-15,2011-05-15,Drip,Organic Compost,None,0.91
FARM00201,Algeria,"Rice, paddy",1608.1,89.0,17.79,1386176.0,6.63,21.84,49.63,9.02,123,2011-01-15,2011-05-15,Flood,Organic Compost,None,0.46
FARM00202,Algeria,Sorghum,10000.0,89.0,17.79,1386176.0,6.9,23.61,46.37,8.45,126,2011-01-15,2011-05-15,Drip,Urea,None,0.72
FARM00203,Algeria,Wheat,1740.5,89.0,17.79,1386176.0,7.18,25.13,41.16,8.24,146,2011-01-15,2011-05-15,Drip,Organic Compost,None,0.47
FARM00204,Algeria,Maize,2558.3,89.0,17.91,1737976.0,6.87,31.46,42.84,8.07,122,2012-01-15,2012-05-15,Sprinkler,Urea,None,0.57
FARM00205,Algeria,Potatoes,30429.1,89.0,17.91,1737976.0,5.32,26.71,36.98,8.28,105,2012-01-15,2012-05-15,Drip,Organic Compost,Moderate,0.9
FARM00206,Algeria,"Rice, paddy",1666.7,89.0,17.91,1737976.0,6.17,28.69,48.17,8.74,114,2012-01-15,2012-05-15,Flood,Urea,None,0.4
FARM00207,Algeria,Sorghum,20600.0,89.0,17.91,1737976.0,6.88,26.98,49.75,7.46,121,2012-01-15,2012-05-15,Flood,NPK 15-15-15,Mild,0.81
FARM00208,Algeria,Wheat,1763.9,89.0,17.91,1737976.0,6.98,20.69,49.95,7.82,138,2012-01-15,2012-05-15,Rainfed,NPK 15-15-15,None,0.52
FARM00209,Algeria,Maize,3364.9,89.0,17.65,1727865.0,6.68,26.36,44.76,7.6,113,2013-01-15,2013-05-15,Drip,DAP,None,0.56
FARM00210,Algeria,Potatoes,30321.8,89.0,17.65,1727865.0,7.15,26.93,52.33,6.35,109,2013-01-15,2013-05-15,Flood,DAP,None,0.87
FARM00211,Algeria,"Rice, paddy",1777.8,89.0,17.65,1727865.0,6.7,30.07,53.55,9.84,119,2013-01-15,2013-05-15,Rainfed,NPK 15-15-15,None,0.44
FARM00212,Algeria,Sorghum,6000.0,89.0,17.65,1727865.0,7.1,20.93,44.55,8.95,126,2013-01-15,2013-05-15,Sprinkler,Urea,None,0.71
FARM00213,Algeria,Wheat,1910.0,89.0,17.65,1727865.0,7.13,16.07,51.94,7.76,144,2013-01-15,2013-05-15,Sprinkler,NPK 15-15-15,None,0.46
FARM00214,Angola,Cassava,4117.7,1010.0,24.12,6400.0,6.23,40.31,55.28,7.68,260,1990-01-15,1990-05-15,Rainfed,NPK 15-15-15,None,0.64
FARM00215,Angola,Maize,273.6,1010.0,24.12,6400.0,6.39,41.2,52.62,6.56,123,1990-01-15,1990-05-15,Sprinkler,DAP,None,0.36
FARM00216,Angola,Potatoes,4000.0,1010.0,24.12,6400.0,6.07,38.53,59.65,7.89,105,1990-01-15,1990-05-15,Flood,DAP,None,0.65
FARM00217,Angola,"Rice, paddy",951.2,1010.0,24.12,6400.0,6.23,39.57,49.9,9.41,116,1990-01-15,1990-05-15,Flood,NPK 15-15-15,Mild,0.36
FARM00218,Angola,Sweet potatoes,8934.2,1010.0,24.12,6400.0,5.82,43.82,48.78,8.25,122,1990-01-15,1990-05-15,Drip,Urea,None,0.73
FARM00219,Angola,Wheat,799.5,1010.0,24.12,6400.0,6.63,37.13,53.14,5.91,139,1990-01-15,1990-05-15,Drip,NPK 15-15-15,None,0.33
FARM00220,Angola,Cassava,4029.5,1010.0,24.02,7900.0,6.03,38.04,53.86,6.26,268,1991-01-15,1991-05-15,Drip,NPK 15-15-15,None,0.67
FARM00221,Angola,Maize,401.3,1010.0,24.02,7900.0,7.31,39.82,48.2,6.3,111,1991-01-15,1991-05-15,Drip,Organic Compost,None,0.35
FARM00222,Angola,Potatoes,4000.0,1010.0,24.02,7900.0,5.15,33.33,56.74,7.15,107,1991-01-15,1991-05-15,Sprinkler,NPK 15-15-15,None,0.61
FARM00223,Angola,"Rice, paddy",1000.0,1010.0,24.02,7900.0,6.74,38.67,51.65,7.44,113,1991-01-15,1991-05-15,Drip,Urea,None,0.35
FARM00224,Angola,Sweet potatoes,8300.1,1010.0,24.02,7900.0,5.34,39.11,49.54,8.62,123,1991-01-15,1991-05-15,Flood,DAP,None,0.69
FARM00225,Angola,Wheat,800.0,1010.0,24.02,7900.0,6.63,47.61,57.37,6.4,134,1991-01-15,1991-05-15,Rainfed,Organic Compost,None,0.39
FARM00226,Angola,Cassava,4229.5,1010.0,23.96,2300.0,6.38,37.94,53.09,7.51,266,1992-01-15,1992-05-15,Sprinkler,NPK 15-15-15,None,0.77
FARM00227,Angola,Maize,377.8,1010.0,23.96,2300.0,6.52,40.43,59.03,5.38,128,1992-01-15,1992-05-15,Sprinkler,NPK 15-15-15,None,0.4
FARM00228,Angola,Potatoes,4000.0,1010.0,23.96,2300.0,5.42,44.02,56.64,6.67,104,1992-01-15,1992-05-15,Sprinkler,Organic Compost,None,0.68
FARM00229,Angola,"Rice, paddy",910.6,1010.0,23.96,2300.0,6.25,35.24,54.01,6.42,120,1992-01-15,1992-05-15,Sprinkler,NPK 15-15-15,None,0.44
FARM00230,Angola,Sweet potatoes,9000.0,1010.0,23.96,2300.0,6.14,46.31,59.2,5.78,113,1992-01-15,1992-05-15,Sprinkler,Urea,Mild,0.67
FARM00231,Angola,Wheat,800.0,1010.0,23.96,2300.0,6.54,48.25,56.48,8.1,146,1992-01-15,1992-05-15,Drip,NPK 15-15-15,None,0.38
FARM00232,Angola,Cassava,4229.5,1010.0,24.15,16900.0,6.08,39.28,54.63,6.97,276,1993-01-15,1993-05-15,Sprinkler,Urea,None,0.64
FARM00233,Angola,Maize,262.7,1010.0,24.15,16900.0,6.52,36.73,56.76,7.63,118,1993-01-15,1993-05-15,Sprinkler,NPK 15-15-15,None,0.35
FARM00234,Angola,Potatoes,7000.0,1010.0,24.15,16900.0,5.57,47.56,56.89,6.38,104,1993-01-15,1993-05-15,Drip,Organic Compost,Mild,0.75
FARM00235,Angola,"Rice, paddy",800.0,1010.0,24.15,16900.0,7.25,43.41,50.33,8.43,128,1993-01-15,1993-05-15,Sprinkler,Organic Compost,None,0.37
FARM00236,Angola,Sweet potatoes,8809.5,1010.0,24.15,16900.0,6.12,39.84,64.14,6.73,122,1993-01-15,1993-05-15,Rainfed,NPK 15-15-15,None,0.77
FARM00237,Angola,Wheat,887.6,1010.0,24.15,16900.0,6.09,46.56,54.98,8.38,141,1993-01-15,1993-05-15,Sprinkler,NPK 15-15-15,None,0.38
FARM00238,Angola,Cassava,5859.6,1010.0,24.04,2550.0,6.07,46.03,55.11,8.35,276,1994-01-15,1994-05-15,Drip,Urea,None,0.7
FARM00239,Angola,Maize,246.3,1010.0,24.04,2550.0,6.27,37.75,47.73,7.7,127,1994-01-15,1994-05-15,Drip,Urea,None,0.33
FARM00240,Angola,Potatoes,9000.0,1010.0,24.04,2550.0,6.1,40.67,55.28,7.77,101,1994-01-15,1994-05-15,Drip,NPK 15-15-15,None,0.66
FARM00241,Angola,"Rice, paddy",875.0,1010.0,24.04,2550.0,6.22,42.31,55.45,6.68,125,1994-01-15,1994-05-15,Sprinkler,NPK 15-15-15,None,0.41
FARM00242,Angola,Sweet potatoes,8319.2,1010.0,24.04,2550.0,5.86,39.57,50.16,6.19,130,1994-01-15,1994-05-15,Drip,Organic Compost,None,0.77
FARM00243,Angola,Wheat,1000.0,1010.0,24.04,2550.0,6.98,32.47,50.61,7.64,134,1994-01-15,1994-05-15,Rainfed,Organic Compost,None,0.36
FARM00244,Angola,Cassava,5100.0,1010.0,24.56,33600.0,6.3,34.74,50.91,7.66,260,1995-01-15,1995-05-15,Drip,NPK 15-15-15,None,0.7
FARM00245,Angola,Maize,351.7,1010.0,24.56,33600.0,6.08,32.64,53.32,7.19,124,1995-01-15,1995-05-15,Sprinkler,NPK 15-15-15,Mild,0.39
FARM00246,Angola,Potatoes,7673.8,1010.0,24.56,33600.0,5.68,41.89,55.36,6.83,101,1995-01-15,1995-05-15,Flood,NPK 15-15-15,None,0.66
FARM00247,Angola,"Rice, paddy",1461.5,1010.0,24.56,33600.0,6.33,33.51,53.61,6.8,129,1995-01-15,1995-05-15,Flood,DAP,None,0.45
FARM00248,Angola,Sweet potatoes,8113.8,1010.0,24.56,33600.0,5.67,40.39,55.71,6.31,123,1995-01-15,1995-05-15,Rainfed,Organic Compost,None,0.76
FARM00249,Angola,Wheat,1185.5,1010.0,24.56,33600.0,7.42,48.59,57.2,8.25,142,1995-01-15,1995-05-15,Sprinkler,NPK 15-15-15,None,0.35
FARM00250,Angola,Cassava,4807.7,1010.0,24.11,4000.0,6.14,46.57,56.9,6.93,271,1996-01-15,1996-05-15,Rainfed,NPK 15-15-15,None,0.62
FARM00251,Angola,Maize,699.3,1010.0,24.11,4000.0,6.06,30.24,56.18,6.73,111,1996-01-15,1996-05-15,Drip,Urea,None,0.35
FARM00252,Angola,Potatoes,7000.0,1010.0,24.11,4000.0,6.12,33.04,55.87,7.99,116,1996-01-15,1996-05-15,Drip,Organic Compost,None,0.7
FARM00253,Angola,"Rice, paddy",1750.0,1010.0,24.11,4000.0,7.24,35.55,55.89,7.07,130,1996-01-15,1996-05-15,Drip,NPK 15-15-15,Mild,0.48
FARM00254,Angola,Sweet potatoes,8545.5,1010.0,24.11,4000.0,6.26,33.58,54.14,7.01,123,1996-01-15,1996-05-15,Flood,Organic Compost,None,0.68
FARM00255,Angola,Wheat,1373.8,1010.0,24.11,4000.0,6.27,31.16,52.09,8.4,140,1996-01-15,1996-05-15,Drip,NPK 15-15-15,None,0.4
FARM00256,Angola,Cassava,4420.5,1010.0,24.06,4000.0,5.83,39.37,54.38,6.57,263,1997-01-15,1997-05-15,Flood,NPK 15-15-15,None,0.67
FARM00257,Angola,Maize,595.9,1010.0,24.06,4000.0,6.94,42.95,57.37,6.61,110,1997-01-15,1997-05-15,Flood,NPK 15-15-15,Moderate,0.34
FARM00258,Angola,Potatoes,6857.1,1010.0,24.06,4000.0,5.55,44.2,57.34,5.98,102,1997-01-15,1997-05-15,Flood,NPK 15-15-15,None,0.7
FARM00259,Angola,"Rice, paddy",2000.0,1010.0,24.06,4000.0,6.66,37.06,56.78,7.47,116,1997-01-15,1997-05-15,Sprinkler,DAP,None,0.45
FARM00260,Angola,Sweet potatoes,7809.8,1010.0,24.06,4000.0,6.17,38.07,52.85,7.02,110,1997-01-15,1997-05-15,Rainfed,DAP,Mild,0.67
FARM00261,Angola,Wheat,1550.9,1010.0,24.06,4000.0,6.48,41.21,53.89,8.98,131,1997-01-15,1997-05-15,Flood,Urea,None,0.49
FARM00262,Angola,Cassava,5572.8,1010.0,24.96,4000.0,5.98,38.89,53.45,7.02,269,1998-01-15,1998-05-15,Drip,Organic Compost,None,0.61
FARM00263,Angola,Maize,739.6,1010.0,24.96,4000.0,5.37,43.48,51.88,8.01,124,1998-01-15,1998-05-15,Sprinkler,DAP,None,0.33
FARM00264,Angola,Potatoes,6272.4,1010.0,24.96,4000.0,5.44,41.58,57.88,6.79,120,1998-01-15,1998-05-15,Drip,Organic Compost,None,0.7
FARM00265,Angola,"Rice, paddy",2000.0,1010.0,24.96,4000.0,6.41,37.55,46.94,8.14,116,1998-01-15,1998-05-15,Sprinkler,Urea,None,0.52
FARM00266,Angola,Sweet potatoes,7625.6,1010.0,24.96,4000.0,5.46,30.15,62.39,8.65,114,1998-01-15,1998-05-15,Flood,Urea,None,0.69
FARM00267,Angola,Wheat,1714.3,1010.0,24.96,4000.0,7.37,46.92,62.6,7.07,145,1998-01-15,1998-05-15,Drip,NPK 15-15-15,None,0.48
FARM00268,Angola,Cassava,5982.1,1010.0,24.37,4000.0,5.5,36.0,54.8,7.36,268,1999-01-15,1999-05-15,Flood,NPK 15-15-15,Moderate,0.69
FARM00269,Angola,Maize,636.1,1010.0,24.37,4000.0,6.35,41.22,56.22,7.32,114,1999-01-15,1999-05-15,Sprinkler,DAP,None,0.37
FARM00270,Angola,Potatoes,5459.7,1010.0,24.37,4000.0,5.85,29.85,57.99,7.71,101,1999-01-15,1999-05-15,Sprinkler,Urea,None,0.65
FARM00271,Angola,"Rice, paddy",1423.5,1010.0,24.37,4000.0,7.0,39.37,51.57,8.28,119,1999-01-15,1999-05-15,Drip,DAP,None,0.37
FARM00272,Angola,Sweet potatoes,8286.5,1010.0,24.37,4000.0,5.4,39.93,56.87,6.99,125,1999-01-15,1999-05-15,Rainfed,Organic Compost,None,0.75
FARM00273,Angola,Wheat,1739.1,1010.0,24.37,4000.0,7.21,40.17,59.87,8.33,139,1999-01-15,1999-05-15,Sprinkler,Organic Compost,None,0.54
FARM00274,Angola,Cassava,8299.2,1010.0,24.41,4000.0,6.0,54.5,47.37,7.65,277,2000-01-15,2000-05-15,Drip,DAP,None,0.72
FARM00275,Angola,Maize,574.5,1010.0,24.41,4000.0,6.16,36.27,48.82,8.75,115,2000-01-15,2000-05-15,Sprinkler,Organic Compost,None,0.33
FARM00276,Angola,Potatoes,2988.5,1010.0,24.41,4000.0,5.96,43.53,57.58,7.76,120,2000-01-15,2000-05-15,Flood,DAP,None,0.61
FARM00277,Angola,"Rice, paddy",1345.4,1010.0,24.41,4000.0,6.57,42.04,53.5,6.37,129,2000-01-15,2000-05-15,Sprinkler,Organic Compost,None,0.44
FARM00278,Angola,Sorghum,333.3,1010.0,24.41,4000.0,6.49,36.04,53.03,8.06,128,2000-01-15,2000-05-15,Sprinkler,Organic Compost,None,0.3
FARM00279,Angola,Soybeans,233.3,1010.0,24.41,4000.0,6.62,43.46,53.27,7.5,120,2000-01-15,2000-05-15,Drip,Organic Compost,None,0.33
FARM00280,Angola,Sweet potatoes,3493.8,1010.0,24.41,4000.0,5.77,38.61,50.07,7.26,111,2000-01-15,2000-05-15,Flood,NPK 15-15-15,None,0.58
FARM00281,Angola,Wheat,1702.3,1010.0,24.41,4000.0,6.84,43.8,52.94,7.91,146,2000-01-15,2000-05-15,Drip,Organic Compost,None,0.45
FARM00282,Angola,Cassava,9407.2,1010.0,24.43,4000.0,6.23,49.23,49.29,6.87,279,2001-01-15,2001-05-15,Sprinkler,DAP,None,0.71
FARM00283,Angola,Maize,575.4,1010.0,24.43,4000.0,7.06,40.18,59.8,7.34,111,2001-01-15,2001-05-15,Sprinkler,NPK 15-15-15,None,0.4
FARM00284,Angola,Potatoes,4255.2,1010.0,24.43,4000.0,5.37,38.02,55.1,7.07,119,2001-01-15,2001-05-15,Drip,NPK 15-15-15,None,0.58
FARM00285,Angola,"Rice, paddy",1370.1,1010.0,24.43,4000.0,7.25,44.69,54.99,8.04,114,2001-01-15,2001-05-15,Drip,Organic Compost,Mild,0.41
FARM00286,Angola,Sorghum,357.1,1010.0,24.43,4000.0,6.02,46.41,57.23,7.23,123,2001-01-15,2001-05-15,Rainfed,NPK 15-15-15,None,0.34
FARM00287,Angola,Soybeans,250.0,1010.0,24.43,4000.0,6.55,35.01,65.73,7.6,122,2001-01-15,2001-05-15,Sprinkler,NPK 15-15-15,None,0.36
FARM00288,Angola,Sweet potatoes,4445.8,1010.0,24.43,4000.0,6.11,37.16,50.36,7.62,130,2001-01-15,2001-05-15,Sprinkler,NPK 15-15-15,None,0.65
FARM00289,Angola,Wheat,1666.7,1010.0,24.43,4000.0,6.9,42.81,47.2,7.88,142,2001-01-15,2001-05-15,Drip,Urea,None,0.4
FARM00290,Angola,Cassava,11007.1,1010.0,24.79,4000.0,5.78,38.77,54.27,7.11,265,2002-01-15,2002-05-15,Flood,Urea,Moderate,0.73
FARM00291,Angola,Maize,670.6,1010.0,24.79,4000.0,6.43,34.66,47.08,8.45,121,2002-01-15,2002-05-15,Rainfed,Organic Compost,None,0.36
FARM00292,Angola,Potatoes,4275.4,1010.0,24.79,4000.0,5.63,42.13,53.03,8.32,118,2002-01-15,2002-05-15,Drip,NPK 15-15-15,None,0.69
FARM00293,Angola,"Rice, paddy",1319.8,1010.0,24.79,4000.0,6.29,42.79,57.89,8.99,124,2002-01-15,2002-05-15,Flood,Organic Compost,None,0.46
FARM00294,Angola,Sorghum,340.0,1010.0,24.79,4000.0,7.0,37.76,60.5,6.77,121,2002-01-15,2002-05-15,Sprinkler,NPK 15-15-15,None,0.32
FARM00295,Angola,Soybeans,285.7,1010.0,24.79,4000.0,6.72,39.74,48.13,7.64,118,2002-01-15,2002-05-15,Drip,Urea,None,0.33
FARM00296,Angola,Sweet potatoes,4219.0,1010.0,24.79,4000.0,5.66,36.55,50.62,6.22,128,2002-01-15,2002-05-15,Drip,Urea,Mild,0.61
FARM00297,Angola,Wheat,1545.5,1010.0,24.79,4000.0,7.11,33.95,55.84,6.59,133,2002-01-15,2002-05-15,Drip,NPK 15-15-15,None,0.48
FARM00298,Angola,Cassava,12560.5,1010.0,24.22,4000.0,6.11,36.94,57.69,8.09,271,2004-01-15,2004-05-15,Drip,Organic Compost,None,0.82
FARM00299,Angola,Maize,540.4,1010.0,24.22,4000.0,6.78,39.8,57.92,7.4,116,2004-01-15,2004-05-15,Sprinkler,DAP,None,0.36
FARM00300,Angola,Potatoes,2015.0,1010.0,24.22,4000.0,6.02,32.05,60.57,6.72,108,2004-01-15,2004-05-15,Drip,DAP,None,0.47
FARM00301,Angola,"Rice, paddy",1158.4,1010.0,24.22,4000.0,6.21,37.31,57.59,8.11,111,2004-01-15,2004-05-15,Drip,Organic Compost,None,0.41
FARM00302,Angola,Sorghum,333.3,1010.0,24.22,4000.0,6.5,39.87,54.19,7.76,126,2004-01-15,2004-05-15,Drip,NPK 15-15-15,None,0.33
FARM00303,Angola,Soybeans,360.0,1010.0,24.22,4000.0,6.86,45.4,58.92,5.58,107,2004-01-15,2004-05-15,Drip,DAP,Severe,0.36
FARM00304,Angola,Sweet potatoes,4536.0,1010.0,24.22,4000.0,6.11,37.87,54.95,8.37,123,2004-01-15,2004-05-15,Sprinkler,NPK 15-15-15,None,0.65
FARM00305,Angola,Wheat,1244.2,1010.0,24.22,4000.0,6.79,33.2,55.77,7.54,141,2004-01-15,2004-05-15,Flood,Urea,None,0.39
FARM00306,Angola,Cassava,11762.8,1010.0,24.41,4000.0,6.04,38.38,52.6,7.05,269,2005-01-15,2005-05-15,Flood,NPK 15-15-15,None,0.82
FARM00307,Angola,Maize,673.6,1010.0,24.41,4000.0,6.95,36.6,55.21,6.41,122,2005-01-15,2005-05-15,Sprinkler,DAP,None,0.37
FARM00308,Angola,Potatoes,2364.6,1010.0,24.41,4000.0,5.59,42.19,48.06,7.86,118,2005-01-15,2005-05-15,Rainfed,Urea,None,0.43
FARM00309,Angola,"Rice, paddy",697.7,1010.0,24.41,4000.0,6.69,37.74,58.72,7.1,123,2005-01-15,2005-05-15,Sprinkler,NPK 15-15-15,Mild,0.31
FARM00310,Angola,Sorghum,333.3,1010.0,24.41,4000.0,6.63,25.88,50.54,7.37,135,2005-01-15,2005-05-15,Flood,NPK 15-15-15,Moderate,0.35
FARM00311,Angola,Soybeans,379.3,1010.0,24.41,4000.0,6.52,57.89,51.03,7.53,116,2005-01-15,2005-05-15,Drip,NPK 15-15-15,None,0.37
FARM00312,Angola,Sweet potatoes,4615.9,1010.0,24.41,4000.0,6.28,40.14,45.27,7.91,115,2005-01-15,2005-05-15,Drip,Urea,None,0.59
FARM00313,Angola,Wheat,1094.6,1010.0,24.41,4000.0,7.09,39.87,51.29,7.72,148,2005-01-15,2005-05-15,Sprinkler,Organic Compost,None,0.34
FARM00314,Angola,Cassava,11720.1,1010.0,24.14,4000.0,6.28,31.72,50.88,8.7,272,2006-01-15,2006-05-15,Flood,DAP,None,0.85
FARM00315,Angola,Maize,468.7,1010.0,24.14,4000.0,6.96,32.11,55.58,6.07,120,2006-01-15,2006-05-15,Drip,DAP,None,0.41
FARM00316,Angola,Potatoes,5214.8,1010.0,24.14,4000.0,5.81,38.97,49.54,7.03,113,2006-01-15,2006-05-15,Sprinkler,NPK 15-15-15,None,0.68
FARM00317,Angola,"Rice, paddy",494.7,1010.0,24.14,4000.0,6.74,41.11,52.94,8.36,115,2006-01-15,2006-05-15,Flood,NPK 15-15-15,None,0.35
FARM00318,Angola,Sorghum,409.1,1010.0,24.14,4000.0,6.59,42.94,51.99,9.14,128,2006-01-15,2006-05-15,Drip,Organic Compost,None,0.4
FARM00319,Angola,Soybeans,428.6,1010.0,24.14,4000.0,6.71,40.62,47.67,8.42,123,2006-01-15,2006-05-15,Flood,Urea,None,0.35
FARM00320,Angola,Sweet potatoes,4424.0,1010.0,24.14,4000.0,5.85,33.5,55.67,7.89,120,2006-01-15,2006-05-15,Drip,NPK 15-15-15,None,0.64
FARM00321,Angola,Wheat,1000.0,1010.0,24.14,4000.0,6.83,26.91,53.84,8.19,146,2006-01-15,2006-05-15,Flood,NPK 15-15-15,Moderate,0.42
