State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year
Punjab,Wheat,Alluvial,Urea,75,79,159,257,33.52,1977,7.27,2023
Gujarat,Wheat,Loamy,DAP,30,19,153,218,37.1,2611,5.67,2006
Karnataka,Wheat,Clay,Organic,109,113,61,180,31.91,3941,5.77,2001
Gujarat,Soybean,Alluvial,Compost,137,96,38,273,29.9,2809,6.77,2006
Karnataka,Wheat,Clay,Urea,53,14,153,246,27.2,3960,6.66,2018
West Bengal,Cotton,Alluvial,Compost,112,42,85,261,25.29,1377,7.88,2012
Kerala,Cotton,Red Soil,Organic,56,51,154,191,25.06,1495,7.86,2024
Karnataka,Soybean,Loamy,Compost,48,61,73,145,30.71,1715,7.45,2023
Madhya Pradesh,Wheat,Loamy,Urea,38,54,100,75,33.0,3599,7.01,2004
Telangana,Sugarcane,Black Soil,Organic,63,118,98,160,31.55,71604,6.64,2022
Maharashtra,Groundnut,Alluvial,DAP,99,75,22,247,21.98,1231,6.39,2018
Andhra Pradesh,Groundnut,Clay,Urea,94,19,81,172,27.87,2102,7.87,2000
Telangana,Maize,Loamy,NPK,26,22,193,235,33.81,2576,7.01,2000
Rajasthan,Cotton,Loamy,Urea,89,86,14,277,27.51,1838,6.95,2017
Kerala,Barley,Sandy,Organic,82,109,21,217,28.72,3418,6.08,2023
Gujarat,Rice,Sandy,Urea,58,92,178,100,33.4,3731,5.62,2000
Bihar,Wheat,Loamy,DAP,110,6,12,172,31.21,2568,7.86,2004
Rajasthan,Rice,Alluvial,DAP,11,108,42,54,26.18,3188,6.28,2008
Punjab,Cotton,Black Soil,NPK,68,88,130,126,35.87,1323,6.61,2011
Karnataka,Maize,Loamy,Compost,106,102,59,209,21.26,2488,5.79,2008
Maharashtra,Wheat,Red Soil,Organic,108,47,193,257,37.87,3553,7.59,2017
Odisha,Barley,Clay,Organic,112,30,146,50,20.39,2333,5.57,2022
Uttar Pradesh,Cotton,Black Soil,Compost,11,75,187,254,18.32,2226,7.58,2010
Madhya Pradesh,Rice,Red Soil,DAP,50,42,38,231,35.77,4084,5.85,2000
Andhra Pradesh,Rice,Black Soil,DAP,132,98,48,60,22.9,4160,7.72,2018
Tamil Nadu,Soybean,Red Soil,Urea,91,46,100,230,32.57,1909,7.32,2021
Madhya Pradesh,Wheat,Clay,NPK,38,9,109,57,34.19,3359,5.91,2024
West Bengal,Sugarcane,Clay,NPK,23,15,182,202,35.15,69538,6.91,2009
Odisha,Barley,Sandy,NPK,21,69,26,217,37.79,2979,6.28,2001
Bihar,Groundnut,Alluvial,Urea,108,38,65,81,23.88,2244,5.95,2006
Uttar Pradesh,Sugarcane,Red Soil,NPK,90,5,55,265,32.18,86602,7.65,2019
Odisha,Pulses,Sandy,Compost,115,87,76,77,20.32,1332,6.51,2001
Gujarat,Barley,Red Soil,Urea,41,6,151,255,26.13,1698,6.5,2018
Karnataka,Cotton,Sandy,Compost,83,89,76,286,34.93,2193,5.92,2005
Kerala,Sugarcane,Clay,Urea,90,24,32,180,25.35,86894,6.46,2009
Andhra Pradesh,Groundnut,Black Soil,NPK,78,65,103,277,29.81,2425,7.68,2008
Haryana,Pulses,Sandy,Compost,54,91,198,177,28.07,637,6.41,2007
Karnataka,Rice,Red Soil,Compost,115,25,160,268,30.9,5786,7.88,2010
Haryana,Cotton,Red Soil,Compost,109,92,164,261,37.42,1441,7.87,2008
Rajasthan,Maize,Alluvial,Urea,18,72,63,288,19.13,2229,5.86,2019
Kerala,Wheat,Clay,Organic,71,16,147,256,29.46,3573,5.94,2019
Uttar Pradesh,Pulses,Red Soil,NPK,38,26,86,111,35.23,1575,7.66,2008
Maharashtra,Pulses,Loamy,Compost,134,24,25,76,27.62,1154,6.48,2007
Tamil Nadu,Maize,Black Soil,Organic,123,86,50,294,19.59,4317,5.51,2014
Punjab,Cotton,Sandy,NPK,129,5,107,94,29.2,897,6.18,2001
Telangana,Maize,Alluvial,NPK,88,34,192,154,24.64,2200,6.99,2023
Kerala,Soybean,Black Soil,Compost,102,101,137,141,21.11,2403,7.5,2000
Karnataka,Soybean,Clay,Compost,13,28,70,74,34.95,1735,5.83,2008
Andhra Pradesh,Barley,Alluvial,Urea,91,18,95,283,28.42,3456,5.78,2008
Telangana,Cotton,Sandy,Organic,84,40,127,238,36.63,1508,7.81,2012
West Bengal,Wheat,Sandy,Organic,23,73,109,93,34.09,2463,7.38,2007
West Bengal,Pulses,Loamy,Compost,123,79,58,287,31.84,1080,6.97,2020
Odisha,Wheat,Clay,NPK,71,28,189,274,18.12,2609,7.42,2004
Telangana,Groundnut,Alluvial,Compost,115,64,11,223,26.55,2426,6.57,2002
Andhra Pradesh,Millets,Alluvial,NPK,73,99,129,191,21.96,1203,7.4,2020
Uttar Pradesh,Cotton,Red Soil,NPK,111,59,187,185,36.18,1536,6.43,2003
Rajasthan,Sugarcane,Loamy,Compost,115,81,132,225,21.5,83891,6.11,2016
Haryana,Pulses,Loamy,DAP,29,84,95,191,23.72,843,7.32,2015
Odisha,Millets,Alluvial,Organic,67,28,180,242,28.33,1662,6.55,2015
West Bengal,Maize,Alluvial,NPK,121,81,86,129,23.27,2628,7.95,2024
Punjab,Groundnut,Black Soil,NPK,66,28,145,131,22.2,1335,6.37,2019
Punjab,Groundnut,Black Soil,DAP,128,58,68,184,29.97,2520,7.8,2002
Karnataka,Barley,Black Soil,Urea,106,30,21,256,19.79,3446,7.83,2005
Uttar Pradesh,Barley,Loamy,DAP,101,70,13,137,19.18,2603,6.1,2000
Maharashtra,Rice,Red Soil,DAP,61,84,126,226,25.44,5251,7.5,2020
West Bengal,Groundnut,Sandy,NPK,46,42,104,176,32.39,2263,6.58,2015
Bihar,Cotton,Black Soil,Organic,17,114,134,292,29.08,1517,7.79,2014
Uttar Pradesh,Soybean,Red Soil,DAP,53,69,50,104,26.45,1400,6.63,2006
Rajasthan,Maize,Clay,Urea,107,117,132,190,29.3,3485,7.36,2001
Haryana,Wheat,Black Soil,Compost,127,79,16,250,25.31,2524,6.67,2009
Andhra Pradesh,Millets,Sandy,DAP,78,55,78,233,36.69,843,6.07,2024
Telangana,Sugarcane,Clay,DAP,54,39,78,105,19.11,85312,6.0,2014
West Bengal,Cotton,Clay,Urea,41,47,90,64,31.45,836,6.56,2005
Telangana,Maize,Sandy,Organic,42,33,39,234,35.79,3672,7.39,2001
Punjab,Wheat,Black Soil,DAP,135,41,82,107,34.05,3339,7.01,2023
Andhra Pradesh,Rice,Loamy,DAP,76,85,15,212,21.69,5110,7.22,2023
Andhra Pradesh,Sugarcane,Sandy,Organic,39,62,98,137,23.92,77840,6.21,2016
Andhra Pradesh,Sugarcane,Sandy,Urea,123,58,156,146,32.32,69669,6.7,2000
Punjab,Barley,Sandy,DAP,38,43,75,193,19.7,1798,5.61,2000
Rajasthan,Groundnut,Clay,Organic,39,46,19,57,34.21,1150,7.54,2003
Telangana,Soybean,Red Soil,DAP,139,32,153,270,32.36,2787,7.97,2019
Madhya Pradesh,Sugarcane,Loamy,Compost,71,33,46,264,32.57,62515,6.52,2015
Telangana,Soybean,Black Soil,NPK,12,47,86,222,20.02,1190,5.53,2007
Gujarat,Groundnut,Black Soil,Compost,77,7,86,272,32.33,2404,5.92,2000
Haryana,Soybean,Red Soil,DAP,34,14,41,89,31.58,2706,7.13,2018
Bihar,Maize,Sandy,Urea,53,63,56,290,34.59,2740,7.03,2010
Madhya Pradesh,Cotton,Loamy,NPK,64,110,119,231,18.85,1190,7.47,2016
Haryana,Maize,Black Soil,Compost,139,18,180,296,18.48,4145,6.13,2024
Odisha,Pulses,Alluvial,Organic,50,80,129,63,25.46,1414,7.41,2009
Uttar Pradesh,Soybean,Black Soil,Urea,73,51,173,236,20.99,1579,7.22,2011
Uttar Pradesh,Soybean,Sandy,Compost,40,46,163,294,29.15,1463,6.31,2008
Tamil Nadu,Wheat,Alluvial,Organic,56,98,19,271,36.31,3564,6.86,2006
Uttar Pradesh,Barley,Red Soil,DAP,139,36,168,102,25.83,3754,5.87,2011
Telangana,Cotton,Loamy,Organic,105,36,106,280,34.87,2129,6.63,2014
Punjab,Wheat,Red Soil,Compost,86,46,166,176,18.02,2527,7.7,2007
Bihar,Soybean,Red Soil,Compost,119,36,14,204,21.38,2193,6.55,2016
Maharashtra,Sugarcane,Loamy,DAP,78,30,86,224,18.63,75428,7.6,2004
Karnataka,Wheat,Loamy,Organic,67,119,10,129,24.56,2218,6.98,2013
Tamil Nadu,Sugarcane,Black Soil,Organic,115,5,140,164,36.13,62160,5.98,2001
Kerala,Millets,Black Soil,DAP,53,60,76,183,19.95,967,6.95,2015
Kerala,Groundnut,Loamy,Organic,83,110,172,104,30.11,1811,6.76,2016
Karnataka,Sugarcane,Alluvial,DAP,65,6,24,274,27.02,72367,6.5,2002
Haryana,Soybean,Clay,Urea,136,85,102,93,36.73,2865,5.8,2022
Karnataka,Barley,Black Soil,Compost,39,34,39,67,20.46,2950,6.54,2000
Karnataka,Maize,Clay,Urea,80,107,112,65,22.25,4161,5.68,2017
Kerala,Barley,Alluvial,NPK,127,75,91,61,18.61,3534,5.75,2017
Tamil Nadu,Soybean,Loamy,NPK,64,56,84,197,26.67,1736,6.54,2003
Odisha,Cotton,Alluvial,NPK,76,95,180,94,23.56,1252,6.26,2014
Telangana,Wheat,Black Soil,DAP,12,13,69,241,35.37,2542,7.81,2018
Andhra Pradesh,Wheat,Red Soil,Organic,35,26,49,281,30.08,1593,6.44,2018
Uttar Pradesh,Groundnut,Loamy,Urea,66,38,166,236,30.26,2273,7.39,2009
Uttar Pradesh,Wheat,Sandy,Urea,135,114,83,142,28.63,2286,6.83,2004
Punjab,Cotton,Clay,Urea,62,53,130,271,19.85,1596,7.26,2018
Tamil Nadu,Wheat,Alluvial,Urea,52,5,156,267,26.89,3074,6.15,2010
Punjab,Sugarcane,Loamy,NPK,58,77,12,71,37.95,72606,7.85,2006
Maharashtra,Rice,Alluvial,Urea,51,88,45,146,34.67,4893,6.83,2004
Maharashtra,Soybean,Loamy,Organic,20,57,52,299,35.84,1971,7.58,2019
Punjab,Wheat,Black Soil,NPK,112,87,152,294,34.44,2505,6.41,2011
Tamil Nadu,Soybean,Black Soil,Urea,107,104,178,280,20.07,1829,5.75,2018
Punjab,Pulses,Black Soil,DAP,94,44,124,96,22.56,1497,7.18,2014
Uttar Pradesh,Cotton,Alluvial,Compost,109,49,118,78,18.08,1146,5.52,2011
Madhya Pradesh,Maize,Sandy,Compost,113,72,99,263,24.07,2937,6.69,2003
Gujarat,Pulses,Black Soil,Compost,55,13,173,94,20.19,954,5.98,2011
Kerala,Barley,Loamy,NPK,53,109,93,126,27.45,1915,7.07,2017
Kerala,Maize,Black Soil,Urea,31,26,86,58,31.52,2883,7.95,2016
Bihar,Barley,Red Soil,NPK,123,22,170,73,35.46,3212,6.66,2018
Karnataka,Pulses,Black Soil,Organic,134,80,14,64,32.96,1364,7.54,2015
Gujarat,Maize,Alluvial,DAP,133,110,87,213,36.74,4067,6.77,2010
Telangana,Rice,Sandy,DAP,39,47,100,62,19.09,3143,6.74,2001
Tamil Nadu,Maize,Red Soil,Compost,17,43,96,140,18.26,2667,7.83,2015
Rajasthan,Rice,Alluvial,Compost,107,77,23,221,31.21,4040,7.72,2000
Gujarat,Maize,Alluvial,Compost,66,10,113,150,23.79,2002,7.46,2016
Bihar,Wheat,Alluvial,Urea,120,87,92,120,23.07,3230,6.24,2017
Maharashtra,Cotton,Loamy,Organic,82,52,184,249,24.62,1476,6.86,2024
Haryana,Cotton,Alluvial,Organic,124,115,63,278,23.4,2007,6.06,2012
Karnataka,Soybean,Loamy,Organic,29,11,141,282,28.22,2302,6.61,2004
Bihar,Groundnut,Alluvial,Organic,34,84,104,255,26.8,2166,6.71,2024
Andhra Pradesh,Soybean,Clay,Compost,28,73,18,171,28.24,2353,7.58,2023
Rajasthan,Rice,Red Soil,DAP,14,20,62,125,31.43,2937,7.74,2005
Tamil Nadu,Groundnut,Clay,Compost,84,5,86,213,25.74,1635,6.54,2000
Karnataka,Barley,Alluvial,Organic,137,119,69,165,23.03,2576,5.54,2009
Telangana,Soybean,Red Soil,Compost,81,41,55,110,21.33,2003,7.65,2004
Gujarat,Groundnut,Red Soil,Organic,49,107,63,281,24.99,1255,5.94,2000
Maharashtra,Sugarcane,Sandy,NPK,35,87,83,258,32.81,58321,7.05,2022
Odisha,Rice,Clay,DAP,36,41,121,217,33.11,4710,5.56,2010
Madhya Pradesh,Soybean,Sandy,NPK,92,85,104,294,31.32,2548,6.5,2023
Andhra Pradesh,Barley,Red Soil,Urea,137,68,174,270,22.69,3348,7.96,2023
Rajasthan,Barley,Loamy,Compost,42,94,32,175,29.75,2421,5.75,2006
Madhya Pradesh,Wheat,Red Soil,Urea,106,90,36,204,29.4,3248,6.56,2017
Karnataka,Wheat,Sandy,Compost,120,66,79,50,27.68,3343,6.27,2020
Maharashtra,Pulses,Clay,NPK,25,76,118,293,28.99,1260,7.76,2019
Maharashtra,Maize,Alluvial,Organic,32,65,198,211,27.83,1834,7.67,2020
Bihar,Rice,Alluvial,Organic,35,37,86,117,29.3,4793,6.09,2009
Kerala,Barley,Clay,Compost,105,70,188,137,32.29,2972,5.7,2024
Kerala,Groundnut,Alluvial,Organic,21,34,59,70,20.21,1220,7.07,2014
Gujarat,Wheat,Alluvial,NPK,81,115,133,210,32.97,1909,6.34,2003
Bihar,Groundnut,Sandy,Organic,115,24,28,184,20.73,1386,7.18,2015
Uttar Pradesh,Sugarcane,Clay,NPK,126,64,10,242,19.35,72839,5.58,2014
Gujarat,Rice,Black Soil,Urea,35,86,49,282,37.48,5579,5.83,2014
Uttar Pradesh,Maize,Loamy,NPK,31,111,169,52,37.1,2486,7.22,2011
Kerala,Groundnut,Loamy,DAP,22,78,31,285,19.23,1458,6.03,2007
Bihar,Groundnut,Alluvial,DAP,116,28,121,100,26.86,2462,7.64,2007
Uttar Pradesh,Rice,Loamy,DAP,32,8,49,128,21.73,3521,5.65,2017
Andhra Pradesh,Sugarcane,Clay,Compost,106,41,47,144,27.7,58527,6.04,2005
Bihar,Rice,Clay,Compost,27,8,57,231,34.57,4232,8.0,2004
Kerala,Soybean,Red Soil,Compost,126,81,192,257,36.98,2722,6.58,2001
Gujarat,Barley,Red Soil,NPK,39,93,84,251,30.67,2721,7.26,2011
West Bengal,Soybean,Loamy,Compost,35,81,192,295,25.08,1863,5.96,2003
Bihar,Pulses,Black Soil,Urea,48,22,188,270,30.05,1561,7.02,2022
Odisha,Soybean,Red Soil,DAP,139,92,116,172,24.24,2758,7.32,2012
Rajasthan,Maize,Red Soil,NPK,122,70,197,236,36.16,2496,6.29,2016
Kerala,Soybean,Clay,DAP,55,52,17,55,35.38,2436,7.57,2015
Punjab,Millets,Black Soil,Compost,59,37,95,206,29.15,631,7.01,2008
Punjab,Rice,Alluvial,NPK,115,62,77,66,24.5,5074,6.47,2000
Gujarat,Cotton,Loamy,Organic,81,87,84,166,23.87,1263,6.89,2014
Gujarat,Wheat,Red Soil,Urea,83,77,146,109,18.69,3689,6.94,2011
Madhya Pradesh,Cotton,Black Soil,Compost,26,32,99,199,34.29,1438,5.91,2004
Rajasthan,Cotton,Black Soil,Compost,79,39,139,201,27.0,2062,6.51,2022
Rajasthan,Millets,Loamy,Urea,15,107,89,174,24.5,1037,6.36,2023
Andhra Pradesh,Wheat,Black Soil,Urea,35,14,104,130,27.41,3086,6.5,2017
Gujarat,Sugarcane,Black Soil,Organic,108,69,79,134,34.35,64721,7.4,2019
Rajasthan,Maize,Black Soil,Compost,31,46,99,100,20.5,3826,6.71,2001
Telangana,Maize,Red Soil,Compost,60,89,68,227,35.12,3716,7.85,2003
Madhya Pradesh,Cotton,Loamy,DAP,113,13,156,188,35.92,1343,6.23,2014
Uttar Pradesh,Groundnut,Black Soil,NPK,98,64,37,233,36.9,2427,6.54,2005
Maharashtra,Sugarcane,Black Soil,NPK,18,115,81,120,25.95,67143,7.47,2021
Maharashtra,Pulses,Red Soil,DAP,88,19,23,219,22.35,1217,6.87,2011
Uttar Pradesh,Groundnut,Loamy,NPK,61,103,33,88,25.47,2048,6.87,2017
Tamil Nadu,Groundnut,Clay,Urea,139,61,121,118,24.66,1346,5.63,2019
Kerala,Rice,Red Soil,NPK,22,73,53,285,21.53,6009,6.5,2003
Madhya Pradesh,Pulses,Loamy,NPK,60,109,65,97,30.13,878,6.18,2000
Telangana,Groundnut,Black Soil,DAP,43,26,129,174,27.52,1275,8.0,2014
Rajasthan,Wheat,Loamy,Organic,44,68,188,106,35.28,3576,6.27,2017
West Bengal,Barley,Loamy,NPK,129,45,41,70,18.66,3310,7.71,2013
Madhya Pradesh,Soybean,Alluvial,NPK,79,91,187,131,30.86,1546,7.19,2002
Bihar,Soybean,Loamy,Organic,76,75,178,148,33.23,1579,6.35,2014
Uttar Pradesh,Rice,Clay,DAP,112,60,34,197,33.16,5743,6.86,2004
Telangana,Millets,Loamy,Organic,82,27,125,64,35.69,697,7.6,2023
Odisha,Groundnut,Clay,DAP,125,112,198,118,32.56,2467,7.71,2021
Haryana,Rice,Black Soil,Urea,76,29,75,254,36.52,5752,5.9,2002
Karnataka,Wheat,Clay,DAP,130,95,51,228,24.65,3015,6.35,2021
Kerala,Rice,Black Soil,Urea,103,109,173,125,28.05,4467,6.34,2006
Uttar Pradesh,Maize,Black Soil,Urea,138,10,85,111,18.3,3630,5.61,2005
West Bengal,Rice,Clay,DAP,100,38,146,168,18.16,4610,7.0,2021
