Year,State,Crop,Season,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
2000,Uttar Pradesh,Maize,Kharif,907927.0,874.4,89131193.59,236061.02,1.534783
2002,Gujarat,Guar seed,Whole Year,179600.0,458.4,17002732.0,44900.0,0.371
2004,Himachal Pradesh,Rice,Kharif,79519.0,939.2,8615088.46,16698.99,1.454545
2009,Punjab,Jowar,Kharif,100.0,371.3,15582.0,17.0,1.0
2013,West Bengal,Mesta,Kharif,8443.0,1939.9,1219929.07,2279.61,11.676
2002,Bihar,Ragi,Kharif,20695.0,1105.8,1959195.65,5173.75,0.736207
2008,Gujarat,Sugarcane,Whole Year,221300.0,746.1,31654752.0,19917.0,70.621765
2016,Jammu and Kashmir,other oilseeds,Rabi,1234.0,902.8,189110.5,431.9,0.786667
2000,Gujarat,Bajra,Kharif,847200.0,379.7,83169624.0,220272.0,0.748235
2013,Rajasthan,Groundnut,Kharif,438475.71,469.6,72910.04,1695.72,1.727593
2001,Meghalaya,Small millets,Kharif,2720.0,4241.0,277793.6,707.2,0.847143
2016,Mizoram,Other  Rabi pulses,Rabi,1217.0,2626.8,186505.25,425.95,1.76875
2017,Assam,Dry chillies,Whole Year,20242.0,2098.6,3186900.48,7691.96,0.851852
2004,Rajasthan,Barley,Rabi,10653.23,471.6,1270.89,46.77,2.485968
2005,Telangana,Cotton(lint),Kharif,2432615.43,1063.3,181414.27,23860.25,0.445381
2009,Karnataka,Other Kharif pulses,Kharif,114169.0,1321.0,17789813.58,19408.73,0.6076
2014,Punjab,Urad,Kharif,2200.0,382.7,332112.0,726.0,0.523333
2000,Uttarakhand,Garlic,Whole Year,2062.0,1413.4,202426.54,536.12,5.604762
2019,Uttar Pradesh,Masoor,Rabi,463374.0,814.5,79589118.24,171448.38,0.910541
2018,Karnataka,Sunflower,Kharif,95442.0,1419.1,15480692.4,33404.7,0.787692
2007,Uttar Pradesh,Turmeric,Rabi,1368.0,672.9,182491.2,218.88,3.044545
2003,Tamil Nadu,Garlic,Whole Year,595.0,345.6,58893.1,142.8,5.54
2006,Odisha,Mustard,Rabi,1080680.6,1493.9,130327.68,5637.32,1.34477
2000,Uttar Pradesh,Cotton(lint),Kharif,5328.0,874.4,523049.76,1385.28,1.268235
2019,Jharkhand,Jowar,Kharif,1796.0,1137.8,308480.96,664.52,0.816471
2013,Manipur,Peas & beans (Pulses),Rabi,18040.0,1428.8,2606599.6,4870.8,0.914444
2000,Andhra Pradesh,Tapioca,Whole Year,21506.0,935.6,2111244.02,5591.56,7.528
2004,Jharkhand,Ragi,Autumn,29029.16,1149.2,3145019.19,6096.12,0.81125
2000,West Bengal,Dry chillies,Whole Year,61498.0,1907.7,6037258.66,15989.48,0.941111
2013,Chhattisgarh,Mesta,Kharif,1098.0,1418.3,158650.02,296.46,2.091667
2018,Kerala,Coconut,Whole Year,760946.81,2989.7,123425572.6,266331.38,6426.82
2000,Meghalaya,Potato,Whole Year,18318.0,6258.8,1798278.06,4762.68,6.954286
2003,Odisha,Ginger,Kharif,15480.0,1648.2,1532210.4,3715.2,1.810333
2007,Uttar Pradesh,Rapeseed &Mustard,Rabi,627431.0,672.9,83699295.4,100388.96,1.005143
2010,Haryana,Sugarcane,Whole Year,84517.0,639.2,14039118.87,20284.08,5.022
2014,Telangana,Bajra,Kharif,1975.0,746.4,298146.0,651.75,0.848
2009,Tamil Nadu,Arecanut,Whole Year,5456.0,928.5,850153.92,927.52,1.605
2016,Maharashtra,Mango,Whole Year,197185.47,1914.1,52928.9,954.63,7.34375
2002,Nagaland,Peas & beans (Pulses),Kharif,1100.0,1536.6,104137.0,275.0,1.1525
2017,West Bengal,Sugarcane,Whole Year,19160.0,1830.0,3016550.4,7280.8,90.575263
2007,Karnataka,Moong(Green Gram),Kharif,520630.0,1323.3,69452042.0,83300.8,0.217391
2013,Uttar Pradesh,Lentil,Rabi,20053.44,1093.4,1493.07,141.81,0.78252
2005,Tripura,Moong(Green Gram),Kharif,963.0,1765.9,115482.96,202.23,0.54
2008,Puducherry,Sugarcane,Kharif,1945.0,1434.6,278212.8,175.05,79.25
2019,Nagaland,Other Cereals,Kharif,1280.0,1593.0,219852.8,473.6,1.041111
2003,Delhi,Arhar/Tur,Kharif,134.0,962.3,13263.32,32.16,1.41
2016,Haryana,other oilseeds,Rabi,1300.0,554.7,199225.0,455.0,1.066667
2019,Karnataka,Garlic,Whole Year,1706.0,1422.3,293022.56,631.22,5.177727
2009,Meghalaya,Other  Rabi pulses,Rabi,856.0,2995.9,133381.92,145.52,0.641429
2008,Puducherry,Other Kharif pulses,Kharif,1.0,1434.6,143.04,0.09,1.0
2003,Arunachal Pradesh,Oilseeds total,Whole Year,28024.0,2782.2,2773815.52,6725.76,0.991333
2004,Andhra Pradesh,Cashewnut,Whole Year,150352.0,781.8,16289135.68,31573.92,0.256875
2012,Tamil Nadu,Urad,Kharif,208625.0,706.8,31460650.0,64673.75,0.474667
2011,Arunachal Pradesh,Rice,Kharif,123500.0,2193.7,20688720.0,40755.0,1.21875
2019,Madhya Pradesh,Masoor,Rabi,378678.0,1446.7,65041733.28,140110.86,0.689592
2008,Karnataka,Jowar,Kharif,242445.0,1164.1,34679332.8,21820.05,1.2655
2011,Rajasthan,Bajra,Kharif,829996.3,238.2,124202.67,7738.72,1.458213
2014,Chhattisgarh,Arhar/Tur,Kharif,55306.0,1274.7,8348993.76,18250.98,0.592963
2009,Andhra Pradesh,Sweet potato,Whole Year,886.0,711.0,138056.52,150.62,7.28625
2015,Haryana,Jowar,Kharif,55000.0,426.8,8685050.0,18150.0,0.628889
2011,Uttar Pradesh,Arhar/Tur,Kharif,319506.0,777.4,53523645.12,105436.98,0.977222
2011,Bihar,Tobacco,Whole Year,9942.0,1097.1,1665483.84,3280.86,1.892727
2006,Chhattisgarh,Ginger,Whole Year,1888.0,1317.2,241116.48,415.36,1.158125
2001,Chhattisgarh,Soyabean,Kharif,10622.0,1550.0,1084824.86,2761.72,0.915333
2002,Maharashtra,Sunflower,Kharif,97400.0,967.4,9220858.0,24350.0,0.496364
2010,Meghalaya,Ginger,Kharif,9438.0,3119.7,1567746.18,2265.12,7.162857
2014,Haryana,Barley,Rabi,35000.0,301.3,5283600.0,11550.0,2.976364
2014,Tripura,Groundnut,Kharif,249.0,2015.7,37589.04,82.17,1.0675
2011,Tamil Nadu,Horse-gram,Whole Year,68968.0,926.5,11553519.36,22759.44,0.5356
2009,Himachal Pradesh,Urad,Kharif,10007.0,969.9,1559290.74,1701.19,0.284545
2014,West Bengal,Other Kharif pulses,Kharif,951.0,1483.5,143562.96,313.83,0.545714
2004,Madhya Pradesh,Horse-gram,Kharif,29682.0,895.7,3215747.88,6233.22,0.278235
2014,Himachal Pradesh,Ginger,Kharif,2144.0,1019.9,323658.24,707.52,6.611
2000,Madhya Pradesh,Sannhamp,Whole Year,6422.0,723.3,630447.74,1669.72,1.580667
2001,Nagaland,Rapeseed &Mustard,Rabi,16000.0,1532.0,1634080.0,4160.0,0.95125
2015,Madhya Pradesh,Other  Rabi pulses,Rabi,39000.0,1000.7,6158490.0,12870.0,1.1
2011,Haryana,Bajra,Kharif,576167.0,471.5,96519495.84,190135.11,1.835714
2016,Mizoram,Tapioca,Kharif,164.0,2626.8,25133.0,57.4,10.206667
2008,Mizoram,Tobacco,Whole Year,484.0,1912.1,69231.36,43.56,0.49
2016,West Bengal,Jowar,Autumn,26.0,1795.8,3984.5,9.1,0.38
2019,Sikkim,Other Cereals,Kharif,3136.0,2740.0,538639.36,1160.32,0.9725
2013,West Bengal,Ragi,Rabi,10107.0,1939.9,1460360.43,2728.89,0.694
2007,Kerala,Cotton(lint),Kharif,1295.0,3489.6,172753.0,207.2,0.65
2012,Kerala,Black pepper,Whole Year,84707.0,2187.6,12773815.6,26259.17,0.391429
2001,Madhya Pradesh,Gram,Rabi,2547801.0,955.0,260206916.1,662428.26,0.886444
2011,Tripura,Peas & beans (Pulses),Rabi,890.0,2295.6,149092.8,293.7,0.78
2000,Uttarakhand,Other  Rabi pulses,Rabi,127.0,1413.4,12467.59,33.02,0.39375
2018,Puducherry,Turmeric,Kharif,6.0,1693.9,973.2,2.1,2.5
2013,Tripura,Cotton(lint),Kharif,949.0,2043.5,137121.01,256.23,1.45375
2012,Himachal Pradesh,Rice,Kharif,75380.0,1035.0,11367304.0,23367.8,1.577273
2018,Meghalaya,Masoor,Rabi,1258.0,5649.1,204047.6,440.3,1.321429
2019,Mizoram,Potato,Kharif,53.0,2178.5,9103.28,19.61,4.245
2003,West Bengal,Peas & beans (Pulses),Rabi,14607.0,1526.7,1445800.86,3505.68,1.140588
2012,Uttarakhand,Garlic,Whole Year,3551.0,1309.8,535490.8,1100.81,6.268636
2015,Uttar Pradesh,Rice,Kharif,5837445.0,596.7,921790939.9,1926356.85,2.096133
2001,Haryana,Gram,Rabi,142476.0,483.8,14551073.88,37043.76,0.587895
2012,Manipur,Masoor,Rabi,624.0,1176.7,94099.2,193.44,0.816667
2010,Arunachal Pradesh,Potato,Whole Year,4334.0,2574.1,719920.74,1040.16,7.283125
2014,Uttar Pradesh,Barley,Rabi,170247.0,616.4,25700487.12,56181.51,1.761351
2017,Mizoram,Sugarcane,Whole Year,1558.8,3865.8,245417.47,592.34,25.2375
2008,Gujarat,Potato,Whole Year,55800.0,746.1,7981632.0,5022.0,20.866364
2019,Assam,Gram,Rabi,2176.0,2084.7,373749.76,805.12,0.648
2010,Uttarakhand,Garlic,Whole Year,3000.0,1419.0,498330.0,720.0,4.863333
2008,Haryana,Cotton(lint),Kharif,456086.0,715.6,65238541.44,41047.74,1.7835
2008,Punjab,Guar seed,Kharif,27900.0,691.3,3990816.0,2511.0,0.985
2016,Maharashtra,Other Summer Pulses,Summer,2170.0,1151.1,332552.5,759.5,0.68875
2013,Jammu and Kashmir,Onion,Rabi,432.0,1193.8,62419.68,116.64,2.391429
2018,West Bengal,Urad,Kharif,66685.0,2012.6,10816307.0,23339.75,0.5755
2011,Manipur,Peas & beans (Pulses),Rabi,17524.0,1533.6,2935620.48,5782.92,0.935556
2004,Karnataka,Sunflower,Kharif,601981.0,1117.7,65218621.54,126416.01,0.56375
2012,Odisha,Groundnut,Autumn,25179.0,1430.2,3796993.2,7805.49,1.015652
2013,Andhra Pradesh,Potato,Kharif,385.0,1062.3,55628.65,103.95,16.03
2008,Odisha,Urad,Autumn,28830.0,1539.0,4123843.2,2594.7,0.24125
2015,Kerala,Jowar,Whole Year,178.0,2602.9,28107.98,58.74,0.74
2000,Haryana,Peas & beans (Pulses),Rabi,1027.0,383.7,100820.59,267.02,0.903
2019,Maharashtra,Safflower,Rabi,21603.0,1555.8,3710531.28,7993.11,0.541667
2001,Uttar Pradesh,Rapeseed &Mustard,Rabi,566445.0,849.9,57851027.85,147275.7,0.916957
2002,Himachal Pradesh,Urad,Kharif,12670.0,890.8,1199468.9,3167.5,0.326364
2017,Kerala,Black pepper,Whole Year,85141.0,2664.8,13404599.04,32353.58,0.335
2008,Maharashtra,Soyabean,Kharif,3063200.0,1052.8,438160128.0,275688.0,0.890714
2002,Uttar Pradesh,Linseed,Rabi,37345.0,664.0,3535451.15,9336.25,0.410943
2017,Haryana,Ginger,Whole Year,592.0,417.1,93204.48,224.96,7.713333
2002,Tripura,Cotton(lint),Kharif,1370.0,2579.8,129697.9,342.5,1.06
2019,Kerala,Ragi,Whole Year,213.0,3119.2,36584.88,78.81,1.36
2014,Uttarakhand,Horse-gram,Kharif,12109.0,1287.4,1827974.64,3995.97,0.807273
2013,Bihar,Safflower,Rabi,1644.0,1069.9,237541.56,443.88,0.87
2005,Himachal Pradesh,Ragi,Kharif,3323.0,1248.1,398494.16,697.83,0.76375
2008,Karnataka,Cardamom,Whole Year,19838.0,1164.1,2837627.52,1785.42,0.067778
2009,West Bengal,Bajra,Kharif,53.0,1317.2,8258.46,9.01,0.755
2006,Kerala,Ragi,Kharif,516.0,3429.7,65898.36,113.52,0.7225
2013,Manipur,Rice,Kharif,222800.0,1428.8,32192372.0,60156.0,2.354444
2019,Punjab,other oilseeds,Rabi,2600.0,653.2,446576.0,962.0,1.39
2019,Telangana,Turmeric,Kharif,55444.0,1031.7,9523061.44,20514.28,7.013182
2011,Punjab,Rice,Kharif,2818000.0,705.2,472071360.0,929940.0,3.7495
2014,Chhattisgarh,Ginger,Whole Year,1757.0,1274.7,265236.72,579.81,1.637143
2016,Telangana,Sunflower,Kharif,951.0,942.6,145740.75,332.85,0.862
2006,West Bengal,Sannhamp,Whole Year,1294.0,1631.4,165256.74,284.68,5.58125
2004,Haryana,Moth,Kharif,10719.0,484.6,1161296.46,2250.99,0.128333
2002,Uttarakhand,Other Cereals,Kharif,8854.0,1610.3,838208.18,2213.5,0.295
2008,Punjab,Potato,Rabi,252473.85,708.4,46068.32,1077.83,24.691909
2016,West Bengal,Linseed,Rabi,6605.0,1795.8,1012216.25,2311.75,0.375625
2007,Gujarat,Moth,Kharif,49700.0,1021.6,6629980.0,7952.0,0.633529
2004,Uttar Pradesh,Potato,Rabi,435135.0,704.0,47142525.9,91378.35,20.400143
2014,Uttar Pradesh,Guar seed,Kharif,2050.0,616.4,309468.0,676.5,0.829322
2016,Chhattisgarh,Onion,Whole Year,5075.0,1298.9,777743.75,1776.25,2.786957
2010,Andhra Pradesh,Coriander,Whole Year,20313.0,1297.0,3374192.43,4875.12,0.671429
2005,Chhattisgarh,Rapeseed &Mustard,Rabi,57193.0,1292.7,6858584.56,12010.53,0.305625
2013,Madhya Pradesh,Jowar,Kharif,244308.0,1451.4,35300062.92,65963.16,1.211373
2006,Himachal Pradesh,Coriander,Rabi,144.0,1207.0,18390.24,31.68,0.27
2015,Haryana,Cotton(lint),Kharif,615000.0,426.8,97114650.0,202950.0,1.739286
2006,Jammu and Kashmir,Linseed,Rabi,241.0,1786.5,30778.11,53.02,0.641667
2000,Delhi,Jowar,Kharif,8625.0,544.3,846716.25,2242.5,0.95
2006,Haryana,Onion,Whole Year,2543.0,329.3,324766.53,559.46,18.983529
2003,Chhattisgarh,Wheat,Rabi,106109.0,1643.7,10502668.82,25466.16,1.20875
2004,Odisha,Sweet potato,Whole Year,47112.0,1290.4,5104114.08,9893.52,8.469667
2005,Kerala,Black pepper,Whole Year,237998.0,3030.9,28540720.16,49979.58,0.239286
2001,Puducherry,Rapeseed &Mustard,Rabi,71.0,1434.6,7251.23,18.46,6.345
2006,Assam,Onion,Whole Year,6870.0,1774.9,877367.7,1511.4,2.384815
2019,Haryana,Jowar,Kharif,29920.0,351.8,5139059.2,11070.4,0.639333
2007,Haryana,Maize,Kharif,13777.0,443.8,1837851.8,2204.32,0.979375
2018,Jammu and Kashmir,Moong(Green Gram),Kharif,381.0,1016.3,61798.2,133.35,0.48
2014,Gujarat,Guar seed,Whole Year,277330.0,605.6,41865736.8,91518.9,0.772222
2012,Tamil Nadu,Mango,Whole Year,62353.63,945.9,9056.1,505.08,6.514244
2015,Rajasthan,Coriander,Rabi,35676.32,295.3,6397.53,170.4,0.795332
2006,Chhattisgarh,Cotton(lint),Kharif,97.0,1317.2,12387.87,21.34,1.506667
2010,Bihar,Barley,Rabi,11822.0,629.2,1963752.42,2837.28,1.252581
2017,Uttar Pradesh,Lentil,Rabi,36142.89,863.8,4829.41,190.04,0.975262
2018,Madhya Pradesh,Sweet potato,Whole Year,5297.72,1102.2,859290.18,1854.2,17.052941
2015,Karnataka,Sannhamp,Whole Year,113.0,1024.9,17843.83,37.29,0.233333
2002,Jammu and Kashmir,Wheat,Rabi,244157.0,933.2,23114343.19,61039.25,1.465
2017,Kerala,Other Kharif pulses,Kharif,1785.0,2664.8,281030.4,678.3,1.017692
2018,Kerala,Turmeric,Whole Year,2483.71,2989.7,402857.76,869.3,2.630714
2019,Telangana,Castor seed,Kharif,25921.0,1031.7,4452190.96,9590.77,1.277222
2011,Chhattisgarh,Gram,Rabi,260208.0,1302.7,43590044.16,85868.64,0.961538
2019,Meghalaya,Soyabean,Kharif,1873.0,3844.4,321706.48,693.01,2.148182
2011,Manipur,Cowpea(Lobia),Kharif,899.0,1533.6,150600.48,296.67,1.101111
2004,Madhya Pradesh,Castor seed,Kharif,1773.0,895.7,192086.82,372.33,0.3545
2000,Puducherry,Coconut,Whole Year,2233.0,1434.6,219213.61,580.58,11937.4475
2019,Delhi,Bajra,Kharif,1475.0,546.9,253346.0,545.75,3.3
2018,Nagaland,Barley,Rabi,560.0,1372.7,90832.0,196.0,1.033636
2006,Uttar Pradesh,Sannhamp,Kharif,3248.0,590.5,414802.08,714.56,0.292143
2014,Arunachal Pradesh,Dry chillies,Whole Year,2660.0,2403.2,401553.6,877.8,2.8275
2003,Goa,Banana,Whole Year,2179.0,3011.6,215677.42,522.96,7.76
2020,Rajasthan,Gram,Rabi,876365.38,535.3,138092.15,6614.87,1.158897
2007,West Bengal,Jute,Kharif,609817.0,2007.5,81349587.8,97570.72,14.073529
2007,Uttarakhand,Bajra,Kharif,42.0,1924.3,5602.8,6.72,0.95
2009,Tamil Nadu,Onion,Whole Year,31024.0,928.5,4834159.68,5274.08,9.8704
2017,Uttar Pradesh,Moong(Green Gram),Kharif,45050.0,652.1,7092672.0,17119.0,0.400656
2020,Karnataka,Arhar/Tur,Kharif,505054.24,1117.5,131194.33,5734.08,1.086139
2001,Haryana,Maize,Kharif,17944.0,483.8,1832620.72,4665.44,1.051765
2009,Uttarakhand,Sugarcane,Whole Year,99988.0,847.8,15580130.16,16997.96,61.34
2001,Madhya Pradesh,Barley,Rabi,83716.0,955.0,8549915.08,21766.16,1.374146
2007,Delhi,Sugarcane,Whole Year,3.0,677.5,400.2,0.48,92.0
2017,Kerala,Turmeric,Whole Year,2778.0,2664.8,437368.32,1055.64,3.020714
2016,Karnataka,Cowpea(Lobia),Kharif,56875.0,1147.2,8716093.75,19906.25,0.768519
2005,Himachal Pradesh,Rice,Kharif,79366.0,1248.1,9517570.72,16666.86,1.396364
2008,Punjab,Barley,Rabi,16000.0,691.3,2288640.0,1440.0,3.4
2004,Arunachal Pradesh,Dry chillies,Whole Year,2012.0,2939.5,217980.08,422.52,1.81125
2018,Andhra Pradesh,Arhar/Tur,Kharif,245675.0,1220.5,39848485.0,85986.25,0.311538
2013,Uttar Pradesh,Wheat,Rabi,9839197.0,995.2,1421665575.0,2656583.19,3.2156
2011,Himachal Pradesh,Rice,Kharif,75043.0,1108.3,12571203.36,24764.19,1.545455
2005,Bihar,Other Kharif pulses,Kharif,1380.0,907.8,165489.6,289.8,0.505
2003,Meghalaya,Small millets,Kharif,2661.0,3321.3,263385.78,638.64,0.918571
2006,Nagaland,Gram,Rabi,360.0,1362.5,45975.6,79.2,1.302857
2000,Gujarat,Garlic,Whole Year,2500.0,379.7,245425.0,650.0,4.431111
2018,Haryana,Jowar,Kharif,40300.0,533.2,6536660.0,14105.0,0.584
2018,Punjab,Masoor,Rabi,700.0,585.5,113540.0,245.0,0.6875
2011,Uttar Pradesh,Linseed,Rabi,31003.0,777.4,5193622.56,10230.99,0.459487
2015,Assam,Mustard,Rabi,1135226.71,2512.7,277859.15,6236.35,1.585809
2001,Rajasthan,Gram,Rabi,348674.1,462.4,38602.69,1854.16,0.83365
2018,Goa,Black pepper,Whole Year,849.0,4406.0,137707.8,297.15,0.405
2012,Bihar,Sugarcane,Whole Year,250344.0,924.1,37751875.2,77606.64,59.250571
2009,Madhya Pradesh,Linseed,Whole Year,106966.0,904.1,16667442.12,18184.22,0.684468
2018,Telangana,Dry chillies,Kharif,74559.0,1350.3,12093469.8,26095.65,4.320968
2003,Andhra Pradesh,Rice,Kharif,2108904.0,826.0,208739317.9,506136.96,2.670909
2007,Mizoram,Tobacco,Whole Year,90.0,3095.2,12006.0,14.4,0.6
2017,Himachal Pradesh,Moong(Green Gram),Kharif,130.0,1182.2,20467.2,49.4,0.725714
2020,Bihar,Banana,Whole Year,24006.25,1471.3,3037.22,229.32,30.486001
2017,Uttarakhand,Other Kharif pulses,Kharif,11774.0,1475.8,1853698.56,4474.12,0.996364
2002,Kerala,Rice,Autumn,112438.0,2511.2,10644505.46,28109.5,2.130769
2006,Karnataka,Jowar,Kharif,287515.0,1146.3,36718540.65,63253.3,1.110476
2019,Mizoram,Sesamum,Kharif,756.0,2178.5,129850.56,279.72,0.75
2013,Jharkhand,Wheat,Rabi,73527.0,1253.6,10623916.23,19852.29,1.550417
2005,Kerala,Other Cereals,Kharif,11.0,3030.9,1319.12,2.31,1.91
2002,Madhya Pradesh,Turmeric,Whole Year,552394.0,800.8,52295139.98,138098.5,0.505
2010,Telangana,Soyabean,Kharif,931084.7,936.4,108012.56,4710.13,1.454604
2006,West Bengal,Sugarcane,Whole Year,16583.0,1631.4,2117814.93,3648.26,79.200625
2010,Nagaland,Maize,Kharif,63430.0,1771.8,10536357.3,15223.2,1.958182
2000,West Bengal,Sesamum,Whole Year,107161.0,1907.7,10519995.37,27861.86,0.736111
2012,Assam,Gram,Rabi,1742.0,2167.5,262693.6,540.02,0.590741
2002,Karnataka,Rapeseed &Mustard,Rabi,4270.0,860.8,404240.9,1067.5,0.215789
2018,Uttarakhand,Horse-gram,Kharif,12898.0,1373.0,2092055.6,4514.3,0.885455
2010,Bihar,Urad,Kharif,15167.0,629.2,2519390.37,3640.08,0.8775
2002,Uttar Pradesh,Small millets,Kharif,21825.0,664.0,2066172.75,5456.25,0.708571
2001,Himachal Pradesh,Maize,Kharif,301282.0,918.1,30769930.66,78333.32,2.463333
2009,Maharashtra,Other  Rabi pulses,Rabi,99100.0,1002.4,15441762.0,16847.0,0.513462
2012,Kerala,Tobacco,Whole Year,13.0,2187.6,1960.4,4.03,1.77
2008,Madhya Pradesh,Sannhamp,Kharif,4427.0,895.0,633238.08,398.43,0.370455
2010,West Bengal,Peas & beans (Pulses),Rabi,11622.0,1096.0,1930530.42,2789.28,0.91375
2013,Andhra Pradesh,Coriander,Kharif,517.0,1062.3,74701.33,139.59,0.62
2018,Chhattisgarh,Sweet potato,Whole Year,2561.0,1515.5,415394.2,896.35,4.819167
2007,Telangana,Jowar,Kharif,461261.54,910.8,102402.28,4473.66,1.053908
2004,Mizoram,Groundnut,Kharif,25.0,2640.8,2708.5,5.25,0.926
2007,Haryana,Sweet potato,Whole Year,65.0,443.8,8671.0,10.4,12.7775
2001,Karnataka,Small millets,Kharif,70091.0,1002.9,7158393.83,18223.66,0.609545
2007,Madhya Pradesh,Coriander,Whole Year,138113.0,740.4,18424274.2,22098.08,0.309787
2018,Telangana,Soyabean,Kharif,148113.0,1350.3,24023928.6,51839.55,1.544706
2006,Himachal Pradesh,Gram,Rabi,1328.0,1207.0,169598.88,292.16,0.761111
2007,Nagaland,Jute,Kharif,2450.0,1769.0,326830.0,392.0,1.165
2001,Andhra Pradesh,Potato,Whole Year,2348.0,928.4,239801.24,610.48,5.85
2003,Chhattisgarh,Soyabean,Kharif,20835.0,1643.7,2062248.3,5000.4,0.99
2003,Uttar Pradesh,Onion,Rabi,8781.0,1075.6,869143.38,2107.44,14.354143
2016,Uttar Pradesh,Barley,Rabi,169985.0,965.3,26050201.25,59494.75,2.778267
2017,Chhattisgarh,Ginger,Whole Year,1958.0,1124.5,308267.52,744.04,1.187619
2001,Andhra Pradesh,Tapioca,Whole Year,17694.0,928.4,1807088.22,4600.44,7.83
2016,Gujarat,Other  Rabi pulses,Rabi,21716.0,710.5,3327977.0,7600.6,0.775714
2019,Maharashtra,Other  Rabi pulses,Rabi,125126.0,1555.8,21491641.76,46296.62,0.467241
2013,Jharkhand,Onion,Rabi,3640.0,1253.6,525943.6,982.8,21.769565
2000,Karnataka,Arecanut,Whole Year,119093.0,1213.3,11691359.81,30964.18,1.2925
2016,Haryana,Sunflower,Kharif,8600.0,554.7,1317950.0,3010.0,1.72
2019,Karnataka,Rice,Kharif,964087.0,1422.3,165591583.1,356712.19,2.924
2019,West Bengal,Groundnut,Autumn,4110.0,1733.4,705933.6,1520.7,1.322857
2010,Uttar Pradesh,Onion,Rabi,9830.0,742.6,1632861.3,2359.2,18.399014
2006,Madhya Pradesh,Other Kharif pulses,Kharif,8164.0,1072.3,1042624.44,1796.08,0.241389
2009,Andhra Pradesh,Bajra,Kharif,33411.0,711.0,5206102.02,5679.87,1.3
2006,Himachal Pradesh,Ginger,Kharif,2396.0,1207.0,305993.16,527.12,1.842222
2003,Chhattisgarh,Dry chillies,Whole Year,6486.0,1643.7,641984.28,1556.64,0.645
2000,Tamil Nadu,Sesamum,Kharif,177943.0,971.1,17468664.31,46265.18,0.506296
2012,Puducherry,Sugarcane,Kharif,2027.0,1098.3,305671.6,628.37,150.23
2005,Delhi,Wheat,Rabi,18279.0,653.1,2192017.68,3838.59,4.34
2019,Arunachal Pradesh,Urad,Kharif,1148.0,2433.3,197180.48,424.76,0.998696
2013,Andhra Pradesh,Banana,Whole Year,60626.0,1062.3,8759850.74,16369.02,31.627692
2020,Chhattisgarh,Linseed,Rabi,23357.86,1310.7,3936.0,100.84,0.627781
2019,Himachal Pradesh,Small millets,Kharif,5214.0,1217.7,895556.64,1929.18,0.865833
2016,Chhattisgarh,Ragi,Kharif,7183.0,1298.9,1100794.75,2514.05,0.200625
2018,Chhattisgarh,Other Kharif pulses,Kharif,6484.0,1515.5,1051704.8,2269.4,0.268182
2013,Tripura,Sugarcane,Whole Year,964.0,2043.5,139288.36,260.28,52.1675
2013,West Bengal,Cotton(lint),Kharif,364.0,1939.9,52594.36,98.28,3.43
2001,Kerala,Arecanut,Whole Year,93193.0,2946.7,9517801.09,24230.18,0.772857
2006,Meghalaya,Rice,Autumn,32679.0,2454.7,4173435.09,7189.38,1.641429
2012,Karnataka,Cotton(lint),Kharif,446810.0,956.2,67378948.0,138511.1,2.051304
2007,Rajasthan,Sesamum,Kharif,31072.41,700.9,5729.51,276.14,0.439049
2000,Andhra Pradesh,Bajra,Kharif,129475.0,935.6,12710560.75,33663.5,1.001667
2014,West Bengal,Cotton(lint),Kharif,615.0,1483.5,92840.4,202.95,2.56
2004,Karnataka,Sugarcane,Whole Year,1224527.91,1270.8,95362.17,10586.99,64.224534
2009,Tripura,Wheat,Rabi,667.0,2004.2,103931.94,113.39,1.9825
2007,Haryana,Horse-gram,Kharif,458.0,443.8,61097.2,73.28,0.0825
2019,Tripura,Sugarcane,Whole Year,687.0,2252.8,117999.12,254.19,54.42375
2013,Maharashtra,Safflower,Rabi,126300.0,1409.8,18249087.0,34101.0,0.736111
2002,Tamil Nadu,Tobacco,Whole Year,8213.0,315.9,777524.71,2053.25,1.435455
2010,West Bengal,Sugarcane,Whole Year,15017.0,1096.0,2494473.87,3604.08,75.264
2010,Assam,Moong(Green Gram),Rabi,9022.0,2578.5,1498644.42,2165.28,0.451852
2011,Himachal Pradesh,Masoor,Rabi,598.0,1108.3,100176.96,197.34,0.852222
2005,Kerala,Arecanut,Whole Year,108590.0,3030.9,13022112.8,22803.9,0.958571
2013,West Bengal,Khesari,Rabi,30728.0,1939.9,4439888.72,8296.56,1.117333
2014,Telangana,Rice,Kharif,920307.0,746.4,138929544.7,303701.31,2.958889
2018,Nagaland,Cotton(lint),Kharif,130.0,1372.7,21086.0,45.5,0.615
2000,Haryana,Masoor,Rabi,6493.0,383.7,637417.81,1688.18,0.623333
2005,Karnataka,Dry chillies,Kharif,116047.0,1316.2,13916356.24,24369.87,0.830385
2014,Punjab,Wheat,Rabi,3505000.0,382.7,529114800.0,1156650.0,4.174091
2015,Nagaland,Jowar,Kharif,250.0,1308.3,39477.5,82.5,0.96
2015,Andhra Pradesh,Sugarcane,Whole Year,121685.0,940.7,19215278.35,40156.05,85.064615
2012,Karnataka,Cardamom,Whole Year,19286.0,956.2,2908328.8,5978.66,0.093333
2010,Uttarakhand,Sesamum,Kharif,1887.0,1419.0,313449.57,452.88,0.210769
