State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year,Humidity_pct,Solar_Radiation_W_m2,Irrigation_Method,Pesticide_Usage_kg_ha
Haryana,Soybean,Loamy,Compost,37.0,105.0,69.0,286.0,28.98,352.44364470270443,7.76,2010,52.06698796315519,308.26511139897013,Sprinkler,4.6351848808797484
Uttar Pradesh,Soybean,Loamy,Compost,103.0,57.0,127.0,156.0,33.19,815.436284635002,6.87,2019,67.93834983561476,352.8873594626482,Sprinkler,0.2442272990518641
Odisha,Wheat,Clay,Compost,117.0,5.0,77.0,135.0,20.92,376.47656445443494,6.29,2014,68.01178264565368,533.6277889247563,Sprinkler,0.922650536931032
Uttar Pradesh,Wheat,Red Soil,DAP,42.0,41.0,64.0,142.0,19.29,195.82348562072477,7.25,2003,62.14648104448551,426.2970638847303,Sprinkler,0.9061286486478912
Tamil Nadu,Groundnut,Sandy,DAP,110.0,104.0,39.0,230.0,37.28,501.44289739937676,7.41,2014,35.4173862032645,605.6724911280419,Sprinkler,0.260892351003454
Uttar Pradesh,Maize,Alluvial,DAP,89.0,61.0,10.0,165.0,24.61,345.58041468126123,7.23,2021,80.11814973535428,596.6807104250545,Sprinkler,0.206561034813628
Maharashtra,Cotton,Loamy,Organic,104.0,28.0,81.0,130.0,34.72,202.9333674376285,6.03,2021,49.24680389830415,571.9168666355437,Flood,0.9719087696074512
Odisha,Wheat,Loamy,DAP,139.0,45.0,111.0,299.0,27.26,1154.7483986846528,6.42,2013,41.19111062399125,681.9771787312598,Drip,9.674595570683332
Haryana,Rice,Loamy,Urea,64.0,89.0,97.0,114.0,27.21,936.2149706762333,6.77,2021,32.44650849328583,491.6910672256817,Drip,1.6830282751181067
Madhya Pradesh,Wheat,Alluvial,Urea,45.0,79.0,80.0,179.0,30.68,353.33672621524295,6.74,2000,65.4535765912945,564.8881925903839,Sprinkler,1.9445670961260573
Uttar Pradesh,Soybean,Sandy,Urea,40.0,53.0,51.0,225.0,23.04,271.6063510667891,7.31,2008,70.65386171053694,441.5599023403969,,1.2736051889799098
Haryana,Cotton,Red Soil,Organic,43.0,49.0,135.0,57.0,28.92,222.1144851118704,5.5,2006,30.995269735671368,745.2369912868724,Sprinkler,2.171375654831607
Odisha,Groundnut,Sandy,Organic,70.0,48.0,31.0,212.0,25.94,262.3455541658262,7.01,2022,60.72558349795686,698.363365243602,Flood,6.277454587654596
Haryana,Wheat,Alluvial,DAP,86.0,31.0,144.0,99.0,20.52,372.7753645117164,6.56,2010,43.58974651187628,501.1880434517792,Sprinkler,1.7768548566988238
Punjab,Soybean,Sandy,Compost,84.0,115.0,48.0,237.0,30.1,362.9242130517635,6.17,2022,68.71036742456698,538.6586229905192,Sprinkler,0.1344997678622035
Punjab,Sugarcane,Clay,Urea,105.0,51.0,61.0,106.0,26.63,357.91945867444286,6.24,2001,40.46198574029948,635.9297599364805,Flood,1.3580569175522026
Uttar Pradesh,Rice,Alluvial,Organic,74.0,102.0,22.0,228.0,27.24,726.2830792254722,6.62,2001,71.45626428614796,485.2860495185893,Flood,9.85385889299502
Uttar Pradesh,Rice,Loamy,Urea,128.0,112.0,75.0,258.0,21.16,1856.9752241704086,5.5,2005,53.20412077803225,434.3375929200295,Drip,0.9800950513096096
Uttar Pradesh,Sugarcane,Red Soil,DAP,63.0,94.0,155.0,240.0,37.35,616.8313430460432,6.27,2022,86.20379932420407,587.3989751006883,Sprinkler,1.8022192859592403
Gujarat,Groundnut,Clay,Organic,139.0,47.0,130.0,195.0,33.22,1186.6803545609118,6.14,2018,38.25125664875959,507.843924608367,Drip,0.2255240418637326
Tamil Nadu,Groundnut,Clay,Compost,97.0,75.0,155.0,160.0,33.72,761.8858504363856,7.15,2019,50.46398106301551,518.2994449645261,Sprinkler,0.3043930113252521
Haryana,Wheat,Alluvial,Compost,41.0,60.0,130.0,134.0,26.38,483.3455086224969,6.19,2013,36.80841127443534,416.5728656932034,Flood,4.153792817024949
Andhra Pradesh,Groundnut,Black Soil,Organic,33.0,31.0,42.0,285.0,18.16,192.66781712308637,6.62,2002,85.48161709671376,328.2327851636604,Sprinkler,0.7143347824894732
Karnataka,Maize,Loamy,Compost,92.0,72.0,84.0,125.0,37.96,467.82435791437115,7.88,2006,82.64036120285886,523.6142409879101,Sprinkler,0.7289859169847276
Uttar Pradesh,Maize,Red Soil,DAP,65.0,22.0,60.0,100.0,27.8,153.98046113111783,7.49,2006,45.47649766290934,590.49620414942,Flood,0.9794757367124802
Maharashtra,Soybean,Red Soil,Compost,100.0,101.0,174.0,226.0,23.82,885.3192888278178,7.42,2003,69.59904276205074,477.4193250923958,Sprinkler,6.791146825996201
Punjab,Soybean,Red Soil,Urea,91.0,46.0,37.0,118.0,30.56,272.51548628122555,6.41,2022,79.03333201207295,643.6429519558867,Sprinkler,0.1763306218384727
Punjab,Soybean,Alluvial,Urea,71.0,68.0,151.0,107.0,34.9,498.27449838701364,7.16,2004,63.31204869596774,429.6083674584456,Flood,3.415911590908535
Madhya Pradesh,Maize,Loamy,Urea,41.0,71.0,151.0,70.0,28.02,425.89868829827714,6.6,2016,61.77903470136039,394.529554503408,Sprinkler,0.8357573060594292
Karnataka,Wheat,Alluvial,Organic,16.0,53.0,199.0,141.0,35.54,437.93061394784786,6.63,2003,44.5111374540271,493.2769692803869,Sprinkler,3.787159530868332
Haryana,Wheat,Red Soil,Organic,57.0,81.0,80.0,171.0,34.41,360.03263751640225,7.06,2022,35.586166068353954,491.74074246487095,Drip,9.596454203279247
Odisha,Groundnut,Sandy,Organic,106.0,46.0,141.0,195.0,21.93,755.9232314416114,6.34,2012,83.83294547719962,576.9968731335223,Drip,0.8574697532439799
Karnataka,Wheat,Sandy,Organic,81.0,90.0,199.0,247.0,24.26,706.5828143201937,7.84,2015,84.02508342979982,422.5037175936016,Sprinkler,0.2770450638118776
Tamil Nadu,Soybean,Loamy,Organic,26.0,17.0,69.0,216.0,33.68,195.34783744855346,6.65,2015,67.98608743639608,636.8094236814898,Sprinkler,0.3118473299006401
Uttar Pradesh,Cotton,Red Soil,DAP,80.0,65.0,19.0,163.0,18.02,181.44722728453354,7.22,2001,50.34178746292204,696.6916962508253,,2.8437675635045303
Maharashtra,Soybean,Alluvial,Organic,88.0,119.0,10.0,162.0,27.29,338.98672917903383,7.82,2017,50.95257447675965,496.0855973031658,,0.3131241252059997
Haryana,Maize,Black Soil,Compost,40.0,28.0,141.0,214.0,19.88,352.63062665286776,7.51,2000,73.55734073221436,624.9710420184318,Flood,0.6033498846526076
Haryana,Sugarcane,Black Soil,DAP,79.0,39.0,10.0,271.0,25.4,251.89576501801912,5.76,2017,83.82661559715463,394.350292937474,Sprinkler,0.4573133002635737
Uttar Pradesh,Cotton,Black Soil,Organic,76.0,78.0,82.0,186.0,26.42,242.4318299419257,7.09,2007,83.22518545590704,607.5221541181916,,0.8791151064466584
Tamil Nadu,Groundnut,Sandy,Compost,30.0,67.0,126.0,142.0,26.08,475.2504997590046,7.38,2010,76.79253275145743,604.7276408559462,Sprinkler,0.1545539844101471
Uttar Pradesh,Rice,Alluvial,DAP,87.0,73.0,112.0,104.0,24.96,1305.5823585875269,7.41,2023,68.52189876925726,586.3437280189878,Sprinkler,3.8862228918636985
Uttar Pradesh,Sugarcane,Black Soil,Urea,95.0,78.0,125.0,70.0,21.81,622.431518415091,5.97,2023,35.048397899702934,498.4436911129706,Flood,3.934316974294025
Karnataka,Wheat,Red Soil,DAP,114.0,82.0,114.0,226.0,37.96,991.8273096231223,6.3,2014,39.69772284567682,204.5751058757969,Drip,1.0652323061025384
Maharashtra,Wheat,Red Soil,Organic,113.0,98.0,172.0,219.0,37.96,1020.5979856164646,7.49,2015,83.91325131162475,435.8272856347871,Drip,1.89395131638183
Haryana,Maize,Black Soil,DAP,21.0,75.0,50.0,219.0,21.43,264.1925217311108,6.22,2016,66.3857435795754,437.4083982315398,Flood,2.0541740498538004
Madhya Pradesh,Soybean,Clay,DAP,38.0,53.0,65.0,167.0,37.29,265.5192342323728,6.55,2016,30.55182309699778,402.17450619395225,Sprinkler,2.7666624339093397
Uttar Pradesh,Soybean,Black Soil,Urea,93.0,84.0,60.0,280.0,25.84,438.88074799686194,7.9,2011,36.08829257196193,512.2243004547066,Sprinkler,1.4708157838411144
Gujarat,Cotton,Clay,DAP,93.0,119.0,147.0,141.0,28.9,418.9522491382108,6.74,2009,69.81010614648335,458.1036554478765,Sprinkler,1.4280718603490496
Odisha,Wheat,Loamy,DAP,93.0,57.0,151.0,247.0,27.78,835.1652333191921,6.25,2019,30.30369503077312,417.5387990234978,,1.9955644375711952
Uttar Pradesh,Sugarcane,Loamy,Urea,139.0,29.0,127.0,174.0,24.34,928.4133891592371,6.14,2005,39.64848308504992,394.119985175218,Sprinkler,2.4283722036807878
Uttar Pradesh,Maize,Red Soil,Organic,95.0,98.0,166.0,132.0,33.84,705.2137044617712,7.01,2007,62.924027361995165,428.4487014514771,Sprinkler,0.8514082149110705
Haryana,Sugarcane,Alluvial,Compost,116.0,57.0,38.0,220.0,28.88,528.5741213555806,5.81,2012,71.5137118615616,612.1499211849929,Drip,0.8020613294100465
Punjab,Groundnut,Sandy,DAP,109.0,5.0,193.0,207.0,25.4,608.7896796895205,6.59,2001,69.11767557015602,433.89749453725057,Drip,0.6286501428148749
Andhra Pradesh,Soybean,Alluvial,Urea,98.0,89.0,185.0,203.0,20.61,830.8519752781574,7.01,2018,43.45615856763359,448.5061293566728,,1.591895530445547
Odisha,Sugarcane,Red Soil,DAP,62.0,44.0,142.0,183.0,22.99,447.17888400567455,7.71,2021,72.73075328085216,454.3302384976754,Sprinkler,0.8930607943060533
Punjab,Wheat,Red Soil,Organic,102.0,58.0,199.0,174.0,18.66,831.4892914963009,7.25,2009,44.23494524980801,533.899351380942,Sprinkler,1.554420076503928
Karnataka,Rice,Alluvial,Organic,44.0,72.0,12.0,299.0,28.22,744.9513427169164,6.26,2003,49.52398188955606,545.6249488528533,Sprinkler,1.0417006263846804
Gujarat,Maize,Sandy,Urea,64.0,68.0,74.0,264.0,21.23,395.7720367748589,7.62,2011,74.78948430708145,195.5343460756838,Flood,3.6247512491414855
Andhra Pradesh,Cotton,Red Soil,Compost,55.0,85.0,62.0,230.0,26.62,183.96264141178867,6.55,2017,68.97797394283288,602.1635213827608,Sprinkler,0.1518844384731164
Odisha,Soybean,Sandy,Compost,76.0,47.0,141.0,185.0,36.07,505.61486013946677,5.88,2006,80.95340462965068,643.6368034243753,Sprinkler,1.6982484912494376
Punjab,Soybean,Red Soil,DAP,139.0,78.0,45.0,251.0,35.08,735.4651517662148,6.65,2019,69.4567735380206,394.9813462638331,Sprinkler,1.7142696730981737
Maharashtra,Groundnut,Loamy,Urea,10.0,53.0,143.0,215.0,27.96,477.15568388544955,7.81,2023,64.0985162001283,402.7701755265165,Drip,0.9680990185062576
Maharashtra,Soybean,Clay,Compost,99.0,86.0,177.0,179.0,27.65,808.5621988916438,6.89,2023,35.62048606968555,454.97466122217287,,1.0929777787774089
Tamil Nadu,Maize,Red Soil,Organic,13.0,82.0,140.0,154.0,37.96,460.0089853287325,6.78,2022,52.06294818356601,424.3995980543396,,3.2201898652785124
Uttar Pradesh,Wheat,Clay,Compost,56.0,30.0,118.0,171.0,31.16,337.0406417420907,7.95,2024,45.91214206090353,522.3926873946606,,0.65888042743121
Gujarat,Wheat,Black Soil,Urea,114.0,97.0,48.0,50.0,26.26,375.44968931212105,5.74,2003,44.63937860274501,305.3474713641136,,4.102155899863519
Andhra Pradesh,Wheat,Red Soil,Organic,76.0,44.0,56.0,192.0,19.91,239.0847817349076,5.84,2006,88.38063328514673,388.2072391963261,Flood,4.533341682920676
Odisha,Rice,Loamy,DAP,33.0,88.0,170.0,141.0,30.43,1115.0231573573965,5.61,2009,53.58586348000563,653.9197200174908,Sprinkler,2.103186265915828
Maharashtra,Rice,Sandy,Organic,46.0,73.0,144.0,294.0,32.94,1488.4668011536974,7.04,2014,83.5227933106268,407.1780032651982,Flood,2.964357292013277
Gujarat,Soybean,Loamy,Compost,99.0,119.0,100.0,178.0,24.5,672.2187366284942,6.89,2011,67.86831755983577,624.3428278102925,Sprinkler,1.8983900189918832
Andhra Pradesh,Sugarcane,Clay,Compost,46.0,54.0,79.0,89.0,29.83,290.05711738660955,7.88,2000,77.6886782124989,535.5338195590136,Drip,1.489972252825174
Tamil Nadu,Rice,Sandy,Compost,82.0,50.0,10.0,173.0,26.05,672.0427326061381,6.95,2019,60.15822558631153,319.0732285411742,Sprinkler,6.803060129003687
Maharashtra,Sugarcane,Loamy,DAP,75.0,61.0,44.0,100.0,27.09,248.62790303761943,6.48,2017,64.61423307758155,563.5329195216207,,0.6643966653846866
Haryana,Sugarcane,Loamy,Compost,49.0,51.0,199.0,212.0,18.02,525.2080499109491,6.77,2024,59.55106162913184,488.2332697807146,Sprinkler,0.33482871844677
Maharashtra,Rice,Loamy,Urea,139.0,88.0,33.0,198.0,26.87,1554.5205377130656,6.85,2015,41.71457926788267,454.453294375026,Flood,0.6779096481849236
Madhya Pradesh,Groundnut,Alluvial,DAP,97.0,8.0,112.0,247.0,33.75,523.2213131545783,5.57,2004,73.34712691569032,524.4957093172004,Drip,1.9070799428915108
Haryana,Rice,Sandy,Organic,10.0,26.0,157.0,119.0,24.5,608.4257966361313,8.0,2018,46.846341746451344,547.4633485566792,Sprinkler,0.409584536999431
Gujarat,Cotton,Loamy,Compost,80.0,26.0,34.0,179.0,28.45,118.90281409275019,7.14,2003,31.45895798588723,570.759182197462,Sprinkler,4.789708753006167
Tamil Nadu,Cotton,Loamy,Urea,48.0,93.0,112.0,76.0,23.78,246.43022579518254,6.92,2005,68.72833775443007,617.8252847548002,Drip,1.0587410469287857
Punjab,Sugarcane,Clay,Urea,106.0,118.0,153.0,229.0,30.23,955.1191850167486,7.21,2016,40.62664076442294,540.8135912778356,Drip,3.793745074898295
Karnataka,Cotton,Loamy,DAP,44.0,58.0,103.0,215.0,26.9,288.70764804287046,7.28,2006,86.42751506117486,362.4365911213638,Drip,0.5733292991475366
Uttar Pradesh,Soybean,Loamy,Urea,69.0,56.0,199.0,213.0,22.72,599.9069895766983,6.67,2023,87.23571462015525,452.6354542348809,Flood,0.7513321502722019
Uttar Pradesh,Wheat,Black Soil,DAP,92.0,64.0,11.0,177.0,35.85,368.04685151348303,6.32,2022,84.89186341322691,794.3048335268621,Drip,0.1220991431811587
Maharashtra,Groundnut,Sandy,DAP,106.0,100.0,160.0,207.0,33.52,922.844235328348,7.2,2006,52.20952201532666,572.4491060381728,Drip,0.5961860030145129
Odisha,Soybean,Black Soil,DAP,28.0,31.0,93.0,295.0,24.65,298.6036419082237,7.05,2008,30.92739699173205,736.9287300811498,Drip,1.347920147916717
Haryana,Wheat,Alluvial,Organic,61.0,69.0,144.0,156.0,31.03,532.027713974371,6.19,2012,85.69911375526353,639.5434082199185,Sprinkler,5.842619931338271
Madhya Pradesh,Groundnut,Clay,Organic,55.0,94.0,126.0,187.0,31.26,553.5295031325034,7.79,2019,55.69104889903886,524.1802071555749,Sprinkler,0.9849990670989912
Maharashtra,Sugarcane,Black Soil,Urea,49.0,78.0,62.0,97.0,31.86,237.60685824766577,6.98,2013,87.99928914262017,530.1407069781118,Sprinkler,2.041880109220073
Tamil Nadu,Groundnut,Alluvial,Organic,139.0,68.0,115.0,113.0,18.36,1061.2834455723312,7.3,2015,87.81719862535516,496.3419960123154,Sprinkler,1.1162192566676936
Karnataka,Groundnut,Red Soil,DAP,89.0,95.0,10.0,184.0,33.97,356.9341574098784,7.77,2022,81.1805673280416,326.21953841535003,Drip,0.0958439689057343
Punjab,Cotton,Sandy,DAP,26.0,5.0,135.0,258.0,24.86,217.362789934197,6.79,2008,47.66693352417514,501.8047252468224,Flood,1.4004750188637185
Karnataka,Cotton,Loamy,Organic,108.0,84.0,118.0,158.0,26.08,512.4146004154484,7.0,2014,53.10586371611552,621.0674552542197,Flood,0.1363727793558113
Madhya Pradesh,Cotton,Black Soil,Urea,139.0,40.0,137.0,159.0,37.96,542.5365073905093,7.35,2004,81.06820029101141,440.0360005178797,Drip,4.30316314222648
Karnataka,Groundnut,Black Soil,DAP,112.0,5.0,160.0,147.0,29.89,567.7500794468206,6.25,2017,49.01532030937666,541.1952999061809,Sprinkler,2.7970331941556736
Karnataka,Maize,Loamy,Organic,16.0,78.0,122.0,137.0,25.92,450.8557344999868,6.81,2020,40.16956480116555,585.1591045893198,Drip,0.9517262331297224
Gujarat,Groundnut,Loamy,Compost,55.0,107.0,110.0,199.0,18.02,517.2698989745453,6.86,2019,63.40807574750101,409.0319560687525,Drip,2.0445176763294155
Tamil Nadu,Cotton,Clay,Urea,121.0,57.0,54.0,66.0,36.18,251.57723661498258,6.08,2007,86.16928644964686,454.8697135656336,Flood,0.2376304858531182
Tamil Nadu,Groundnut,Black Soil,Urea,47.0,93.0,63.0,271.0,20.37,324.07211816091535,8.0,2014,71.76178780049838,398.2088509522841,Sprinkler,2.4250518024124057
Andhra Pradesh,Cotton,Black Soil,Urea,90.0,115.0,167.0,128.0,22.35,393.06191698660297,5.76,2020,64.2036702053619,417.7834393310593,Drip,3.4601897488809934
Maharashtra,Cotton,Red Soil,Compost,103.0,105.0,180.0,230.0,26.23,553.7394749518076,5.84,2024,35.83058962624611,371.2394716346938,Sprinkler,3.4490876157159724
Odisha,Cotton,Alluvial,DAP,38.0,116.0,89.0,83.0,36.34,193.06189971004514,7.72,2008,66.90043360195018,409.9551538621973,,0.6689256472227616
Andhra Pradesh,Sugarcane,Red Soil,Urea,71.0,86.0,105.0,226.0,32.62,539.0446036354978,7.28,2018,89.4032310062558,641.9455680797839,Flood,0.612360752648389
Tamil Nadu,Sugarcane,Black Soil,Organic,10.0,64.0,53.0,226.0,27.24,209.43284893327967,6.03,2021,38.405040914191446,408.4522970909708,Flood,1.4737705451196284
Uttar Pradesh,Maize,Red Soil,Urea,35.0,8.0,166.0,205.0,29.93,342.1054650505435,7.21,2005,61.0997791418242,512.645921906069,Sprinkler,6.869849327175904
Maharashtra,Wheat,Black Soil,Organic,64.0,53.0,138.0,104.0,24.68,468.67211917197466,7.83,2003,82.64238431567733,449.7131246329044,Sprinkler,5.064574651179391
Madhya Pradesh,Groundnut,Sandy,Urea,26.0,33.0,199.0,195.0,28.96,328.07684742404757,6.75,2010,74.44611706525227,617.886593703694,Sprinkler,0.891444779704839
Gujarat,Soybean,Clay,Organic,135.0,119.0,54.0,90.0,28.57,507.8594451183513,8.0,2009,71.82094445971609,631.1162296603617,Drip,3.026706121740373
Punjab,Cotton,Red Soil,Organic,19.0,55.0,82.0,158.0,33.75,194.10061329946652,5.53,2002,72.14904503922656,586.4069982138947,Sprinkler,5.084675736230807
Uttar Pradesh,Maize,Black Soil,Organic,57.0,65.0,115.0,253.0,33.74,592.2715088989793,7.27,2000,51.56946907318531,530.6134553102755,Sprinkler,0.6047157157319601
Tamil Nadu,Soybean,Red Soil,Compost,78.0,80.0,137.0,236.0,31.01,663.3868276965712,7.61,2011,47.6155106558696,476.89404631591015,Drip,3.54739494251988
Maharashtra,Sugarcane,Alluvial,Compost,128.0,63.0,90.0,178.0,26.06,838.006451388085,7.41,2022,78.56166932871082,380.812529580875,Flood,0.6236643779912411
Tamil Nadu,Wheat,Clay,Compost,19.0,118.0,55.0,105.0,32.44,214.082035875892,6.62,2014,78.60680368075084,694.3528881122197,Drip,0.8410015361522863
Haryana,Groundnut,Sandy,DAP,117.0,41.0,150.0,224.0,27.62,801.9602550698521,6.56,2014,82.02433911480622,424.0326982247447,Sprinkler,0.4433410007002876
Andhra Pradesh,Sugarcane,Loamy,Organic,74.0,68.0,141.0,178.0,21.9,572.8055562176629,7.09,2020,84.79443315338827,566.3646347032841,Drip,1.414815964571465
Punjab,Maize,Loamy,DAP,36.0,37.0,52.0,50.0,25.82,135.14209286404645,7.36,2013,60.68054393165627,605.9565572623397,Sprinkler,3.706983310165146
Punjab,Cotton,Red Soil,Compost,91.0,17.0,176.0,234.0,28.64,304.21470131344915,7.2,2006,60.090977681231976,444.4719503094671,Drip,1.5017735203325375
Odisha,Cotton,Black Soil,Organic,81.0,41.0,166.0,175.0,33.41,280.4525196217158,7.52,2016,77.89771073800651,603.8012527315963,Drip,0.26350026788622
Haryana,Cotton,Alluvial,DAP,51.0,60.0,109.0,265.0,27.09,337.2649234312767,6.04,2023,68.99783584666591,576.4213203338855,Sprinkler,0.5801055800390496
Karnataka,Maize,Clay,Compost,76.0,47.0,106.0,96.0,21.16,378.22473086195896,6.61,2018,72.11801263546221,672.7963835381765,Sprinkler,1.6550120813115126
Haryana,Sugarcane,Sandy,DAP,59.0,38.0,132.0,50.0,28.48,295.940047488595,6.09,2006,77.74756016616607,453.0653533573289,Sprinkler,1.7502373839925396
Punjab,Soybean,Sandy,DAP,78.0,15.0,55.0,197.0,28.81,197.79734045356722,6.49,2002,83.40032050905398,371.4135982720285,Drip,1.7203213488514246
Uttar Pradesh,Wheat,Sandy,Compost,98.0,59.0,104.0,198.0,29.22,714.8209709207783,7.5,2002,50.27970941109215,449.4510244555489,Sprinkler,0.1602596567003326
Odisha,Groundnut,Loamy,Organic,133.0,11.0,10.0,52.0,33.47,292.5320945061454,6.85,2024,52.53497715839664,520.8853542534332,Sprinkler,2.802376595449833
Madhya Pradesh,Wheat,Clay,Urea,27.0,87.0,150.0,105.0,34.04,438.06541413615173,8.0,2017,35.63891639045214,505.82127270850566,Sprinkler,4.803224722999839
Uttar Pradesh,Sugarcane,Loamy,Urea,139.0,64.0,17.0,299.0,24.72,778.0460527718853,6.91,2019,64.69680845977044,460.6562103725449,Flood,1.4288190521911803
Maharashtra,Cotton,Red Soil,DAP,10.0,13.0,184.0,154.0,24.59,168.53293897263939,6.81,2021,32.156536427804525,309.0802541022757,Sprinkler,2.5375865474587265
Karnataka,Wheat,Sandy,DAP,68.0,51.0,84.0,231.0,22.14,399.3260088593915,6.85,2013,57.93588108794761,547.0482996129107,Sprinkler,4.907176277831357
Andhra Pradesh,Soybean,Clay,DAP,96.0,36.0,91.0,129.0,32.19,352.31224458444666,6.31,2002,62.5586780824546,697.23444790822,,2.057926692594356
Madhya Pradesh,Rice,Sandy,Organic,84.0,72.0,68.0,50.0,36.52,678.2740450852041,6.73,2006,47.192475127697065,546.4251238123004,Flood,2.243715103599394
Uttar Pradesh,Sugarcane,Loamy,DAP,50.0,106.0,86.0,164.0,26.33,375.2401805547632,7.58,2006,65.44999563414065,560.9135519053514,,2.5559881181078365
Maharashtra,Rice,Loamy,DAP,66.0,5.0,179.0,157.0,26.75,801.7491582629966,6.85,2004,31.830014996342967,557.2445306155101,Sprinkler,0.6035686237048328
Tamil Nadu,Groundnut,Loamy,DAP,55.0,65.0,10.0,147.0,36.63,257.4162601927101,6.2,2002,32.24089132495286,539.70466698824,Sprinkler,1.747793745402133
Gujarat,Groundnut,Sandy,Compost,51.0,56.0,171.0,168.0,31.07,529.1788409875132,6.1,2017,79.3560336395795,593.1665966868095,Drip,3.692538360994964
Karnataka,Wheat,Clay,Urea,105.0,84.0,120.0,196.0,30.67,896.2378909856799,6.45,2014,51.61143848467577,539.5373681185666,Sprinkler,0.7024162009643135
Andhra Pradesh,Groundnut,Clay,Urea,87.0,68.0,37.0,166.0,21.27,336.600103329528,6.82,2019,37.62363075911309,468.7322830346724,,4.549365996453268
Odisha,Sugarcane,Red Soil,Compost,47.0,36.0,44.0,84.0,32.07,145.95006889096052,7.63,2013,61.33459560328826,420.40110899912463,Sprinkler,1.9371793254135332
Haryana,Maize,Sandy,Organic,107.0,51.0,193.0,213.0,22.78,875.0567622457598,5.8,2003,76.19961318591665,475.1026344719325,Flood,1.100432187622244
Gujarat,Soybean,Red Soil,Organic,85.0,35.0,51.0,50.0,21.6,165.5867668028827,6.54,2023,42.9492616498106,531.4129496450666,Sprinkler,1.951991036177254
Karnataka,Cotton,Alluvial,Organic,104.0,97.0,39.0,50.0,26.15,200.39261107601868,6.87,2007,67.37342854914002,468.39170388770265,Sprinkler,1.0278605620916417
Madhya Pradesh,Cotton,Red Soil,Compost,97.0,62.0,164.0,231.0,24.76,515.2812924818738,5.5,2020,35.12084789962608,531.4338683131431,,3.640757464792826
Tamil Nadu,Wheat,Red Soil,Urea,42.0,119.0,120.0,214.0,26.87,557.468709266091,6.17,2012,33.10090327011646,543.9150133700417,Flood,1.3167904907204038
