State,Crop,Soil_Type,Fertilizer,N,P,K,Rainfall_mm,Temperature_C,Yield_kg_per_acre,Soil_pH,Year
Maharashtra,Maize,Sandy,Compost,120,44,72,139,32.36,4059,6.73,2022
Uttar Pradesh,Groundnut,Black,DAP,136,85,131,257,25.44,5083,7.74,2018
Rajasthan,Tea,Sandy,Organic,16,34,61,85,19.85,4574,7.52,2016
Bihar,Sugarcane,Sandy,Compost,93,13,97,77,27.16,61277,5.51,2003
Uttar Pradesh,Barley,Loamy,DAP,67,68,162,167,25.89,1485,6.3,2002
Andhra Pradesh,Barley,Black,NPK,31,37,64,142,35.34,1020,6.55,2000
Andhra Pradesh,Tea,Clay,Organic,136,56,55,224,22.88,3012,6.07,2017
Maharashtra,Tea,Black,Organic,12,93,41,125,37.33,2629,6.0,2020
Kerala,Rice,Black,Urea,136,18,64,150,37.16,43465,5.59,2014
Karnataka,Sugarcane,Sandy,Organic,50,79,105,207,22.95,49680,7.11,2007
Bihar,Jute,Sandy,NPK,115,57,142,200,24.96,2831,6.16,2000
Haryana,Jute,Sandy,Organic,23,103,45,193,35.91,5080,5.63,2019
Uttar Pradesh,Groundnut,Sandy,Urea,21,109,119,63,37.33,2344,6.08,2013
Odisha,Maize,Clay,Organic,96,63,186,251,26.87,2801,7.5,2003
Maharashtra,Jute,Red Soil,Organic,21,82,115,120,24.42,1630,7.63,2004
Kerala,Pulses,Loamy,Urea,34,98,67,286,28.52,5480,6.71,2022
Kerala,Pulses,Sandy,Organic,54,45,48,229,31.76,841,6.54,2012
Rajasthan,Cotton,Sandy,Compost,131,72,89,173,23.47,3950,7.94,2023
Bihar,Maize,Loamy,Organic,64,72,106,174,32.73,2410,6.0,2014
Punjab,Sugarcane,Sandy,DAP,109,96,122,86,19.03,1835,6.04,2005
Odisha,Jute,Red Soil,DAP,128,12,70,78,18.99,1046,6.23,2000
Madhya Pradesh,Sugarcane,Black,Compost,62,6,146,244,25.73,3067,5.93,2022
Andhra Pradesh,Groundnut,Loamy,Organic,41,109,15,192,25.07,1315,6.45,2018
Haryana,Barley,Clay,NPK,60,114,118,277,24.31,3632,7.78,2012
Rajasthan,Cotton,Loamy,Organic,53,90,44,224,27.82,41064,7.04,2005
Maharashtra,Coffee,Red Soil,DAP,91,45,48,223,24.41,895,6.53,2014
Kerala,Groundnut,Clay,Urea,46,59,159,229,21.85,2213,7.84,2015
Uttar Pradesh,Coffee,Black,Compost,105,20,178,68,24.19,2099,5.62,2023
Uttar Pradesh,Cotton,Sandy,Urea,65,97,127,254,37.5,3657,6.03,2022
Tamil Nadu,Coffee,Loamy,NPK,114,66,14,155,26.22,71687,6.91,2015
Andhra Pradesh,Barley,Clay,Organic,68,117,179,70,26.89,1013,7.04,2009
Odisha,Wheat,Loamy,NPK,44,52,96,113,29.53,3289,5.6,2021
Kerala,Cotton,Black,Urea,102,34,85,214,37.67,1596,6.51,2008
Madhya Pradesh,Groundnut,Loamy,Organic,106,16,167,76,22.83,1532,7.12,2008
Madhya Pradesh,Wheat,Clay,NPK,85,39,66,104,31.63,2946,7.25,2016
Andhra Pradesh,Tea,Red Soil,DAP,58,15,136,293,32.32,1500,7.1,2016
West Bengal,Maize,Clay,DAP,103,68,38,78,30.15,4325,6.3,2016
Tamil Nadu,Rice,Loamy,Compost,33,114,174,197,19.77,853,5.73,2023
West Bengal,Groundnut,Black,DAP,46,54,96,74,31.54,2044,6.57,2011
West Bengal,Tea,Sandy,DAP,13,89,150,119,19.28,2070,5.82,2012
Tamil Nadu,Pulses,Sandy,Urea,117,25,169,112,29.92,1138,7.87,2011
Haryana,Pulses,Black,DAP,135,73,55,213,32.79,1663,6.69,2013
Bihar,Sugarcane,Loamy,DAP,29,52,125,179,22.22,1579,6.29,2009
Odisha,Groundnut,Black,Urea,59,24,121,199,34.83,855,7.42,2022
Tamil Nadu,Soybean,Loamy,DAP,105,105,160,273,18.61,1337,6.74,2018
Maharashtra,Rice,Clay,DAP,114,71,54,65,34.88,1890,6.28,2001
Tamil Nadu,Soybean,Red Soil,Compost,126,48,154,195,27.21,1820,7.53,2003
Haryana,Maize,Loamy,DAP,107,37,113,246,22.35,3041,7.67,2018
Uttar Pradesh,Coffee,Sandy,DAP,75,77,94,231,20.68,4090,7.18,2006
Gujarat,Sugarcane,Sandy,Compost,88,65,143,149,37.07,1706,5.62,2014
Karnataka,Jute,Red Soil,Urea,15,13,117,79,19.45,1052,6.92,2014
Uttar Pradesh,Rice,Loamy,DAP,48,72,27,94,21.98,2571,7.41,2023
Uttar Pradesh,Wheat,Red Soil,NPK,124,39,103,68,24.96,1882,5.84,2005
Punjab,Cotton,Clay,Urea,134,85,159,264,30.4,3464,6.07,2002
Punjab,Rice,Red Soil,Urea,21,102,42,83,28.9,1911,7.71,2005
Andhra Pradesh,Barley,Clay,DAP,27,92,167,190,20.51,2091,5.55,2015
Kerala,Wheat,Sandy,Compost,49,100,135,220,23.79,1841,7.38,2001
Punjab,Cotton,Clay,Urea,30,69,169,111,22.78,4392,6.68,2006
Kerala,Maize,Loamy,Compost,108,12,179,167,22.27,2194,6.62,2010
Andhra Pradesh,Pulses,Loamy,NPK,35,49,131,270,26.22,3638,5.52,2006
Uttar Pradesh,Cotton,Loamy,Compost,17,91,147,149,32.08,1700,7.55,2003
Karnataka,Barley,Loamy,Organic,109,51,124,71,22.35,2861,6.4,2023
Odisha,Sugarcane,Black,Compost,96,44,173,229,25.33,3092,6.85,2019
Odisha,Cotton,Clay,Urea,51,80,171,229,25.82,1729,7.19,2006
West Bengal,Coffee,Loamy,Compost,23,58,37,160,37.53,3174,7.26,2003
Gujarat,Rice,Red Soil,Compost,87,80,20,213,37.09,862,7.89,2011
Rajasthan,Rice,Red Soil,Organic,11,50,176,122,34.0,2358,6.83,2004
Odisha,Sugarcane,Black,Organic,128,51,56,280,22.83,2899,6.5,2022
West Bengal,Rice,Clay,DAP,46,19,136,292,19.36,1364,7.88,2018
Kerala,Coffee,Clay,Urea,78,109,156,196,24.34,1545,7.11,2004
Haryana,Maize,Clay,DAP,50,23,127,87,23.34,1104,6.25,2018
Bihar,Barley,Black,Organic,71,30,152,119,28.12,1159,5.82,2020
West Bengal,Groundnut,Clay,Compost,69,56,135,165,33.55,1283,7.61,2002
Rajasthan,Groundnut,Clay,Organic,134,97,165,288,35.17,3165,6.41,2010
Tamil Nadu,Pulses,Loamy,NPK,120,26,161,128,34.9,1323,7.15,2006
Madhya Pradesh,Tea,Clay,Compost,23,108,81,234,25.19,715,6.68,2016
Uttar Pradesh,Jute,Loamy,DAP,93,25,116,197,31.74,2690,6.0,2024
Karnataka,Maize,Loamy,Compost,139,55,146,58,24.26,735,7.0,2008
Bihar,Jute,Clay,NPK,79,42,184,81,19.22,1968,5.65,2020
Andhra Pradesh,Tea,Red Soil,Organic,132,24,42,181,32.03,1713,6.53,2008
Rajasthan,Groundnut,Sandy,Urea,98,33,199,99,18.2,1658,6.87,2009
West Bengal,Cotton,Red Soil,Urea,37,55,28,131,26.18,917,6.59,2012
Gujarat,Cotton,Clay,Urea,75,8,83,54,24.59,2524,7.37,2014
Odisha,Cotton,Clay,Organic,14,59,177,197,31.87,1314,7.57,2021
Maharashtra,Rice,Red Soil,Urea,54,75,184,136,33.32,3040,7.43,2004
Odisha,Jute,Clay,NPK,56,96,166,175,24.08,2601,5.6,2002
Punjab,Rice,Loamy,Organic,40,32,187,124,34.23,4014,5.99,2007
Kerala,Soybean,Black,Urea,19,8,107,214,23.88,2142,6.84,2019
Uttar Pradesh,Cotton,Clay,DAP,127,26,150,71,26.93,2709,7.84,2009
Punjab,Cotton,Clay,Organic,23,80,138,235,32.54,1452,7.59,2012
Odisha,Wheat,Red Soil,Organic,89,49,171,117,31.86,745,7.61,2002
Maharashtra,Sugarcane,Loamy,Compost,102,71,102,270,37.75,1314,6.26,2021
Kerala,Groundnut,Red Soil,Urea,19,90,185,93,22.5,2629,6.57,2007
Punjab,Rice,Red Soil,DAP,85,112,57,83,31.25,2325,6.68,2008
Karnataka,Coffee,Clay,NPK,103,70,186,126,30.19,1733,5.89,2021
West Bengal,Barley,Loamy,Organic,114,92,73,91,36.3,1599,5.58,2020
Kerala,Rice,Clay,NPK,10,38,70,186,21.13,86171,7.87,2011
Kerala,Barley,Clay,NPK,29,95,166,155,33.04,1714,6.1,2010
Punjab,Soybean,Clay,NPK,17,59,48,144,29.37,1688,6.1,2001
Maharashtra,Barley,Clay,Compost,10,109,137,184,23.49,3900,5.71,2017
Punjab,Rice,Black,NPK,66,5,97,117,27.49,2504,7.82,2008
Rajasthan,Pulses,Sandy,Urea,73,76,35,196,24.68,2148,6.95,2001
Tamil Nadu,Rice,Loamy,Urea,127,91,26,283,29.59,2259,7.17,2001
Kerala,Jute,Black,DAP,37,42,80,271,35.78,4352,7.78,2002
Andhra Pradesh,Maize,Sandy,DAP,130,10,22,208,29.39,1581,6.36,2015
Odisha,Pulses,Sandy,NPK,116,90,78,177,30.63,1459,7.05,2018
Rajasthan,Cotton,Sandy,NPK,58,29,35,212,28.37,4523,5.6,2003
Andhra Pradesh,Groundnut,Black,Compost,129,86,58,234,19.02,40892,5.97,2022
Tamil Nadu,Coffee,Loamy,NPK,53,21,16,134,22.66,1399,7.58,2024
Rajasthan,Barley,Red Soil,NPK,65,65,67,238,27.84,4587,7.42,2017
Gujarat,Rice,Sandy,NPK,120,16,58,208,24.2,1657,6.38,2019
Rajasthan,Rice,Red Soil,Organic,117,10,112,132,21.64,1658,6.44,2024
Karnataka,Barley,Red Soil,Organic,123,94,62,144,28.08,954,6.83,2017
West Bengal,Tea,Clay,Compost,87,31,71,230,24.46,1072,5.5,2009
Maharashtra,Groundnut,Red Soil,Compost,139,12,26,81,23.16,3329,6.1,2010
Odisha,Wheat,Clay,Urea,46,87,180,115,27.28,1856,6.02,2016
Uttar Pradesh,Sugarcane,Loamy,Compost,29,110,34,236,20.67,1966,6.13,2023
Andhra Pradesh,Cotton,Loamy,Urea,35,69,140,165,36.55,3900,7.51,2024
Punjab,Pulses,Clay,NPK,38,61,38,187,35.35,2614,6.2,2022
Odisha,Rice,Loamy,Compost,10,97,126,179,32.15,1076,5.98,2023
Uttar Pradesh,Soybean,Sandy,Compost,128,113,169,243,20.12,3695,6.76,2019
Tamil Nadu,Groundnut,Loamy,Compost,44,117,35,109,33.52,3407,7.66,2015
Rajasthan,Barley,Clay,Urea,68,103,133,265,34.16,1859,6.1,2019
Uttar Pradesh,Rice,Sandy,Urea,78,44,153,66,33.36,987,5.7,2012
Haryana,Pulses,Red Soil,DAP,21,18,34,145,20.28,2441,6.39,2001
Gujarat,Soybean,Red Soil,Urea,29,39,63,193,30.88,1180,7.37,2023
Odisha,Sugarcane,Red Soil,Urea,52,52,165,65,34.69,1735,6.88,2001
Kerala,Sugarcane,Clay,Organic,135,113,82,95,29.55,1802,7.54,2024
Bihar,Pulses,Red Soil,Compost,59,88,129,216,30.93,1228,7.9,2013
Odisha,Groundnut,Loamy,Urea,38,60,65,294,27.17,4000,7.48,2003
Odisha,Soybean,Red Soil,Compost,48,53,74,208,28.57,1391,7.01,2016
Kerala,Coffee,Black,Compost,47,17,102,156,18.69,3858,6.73,2012
Haryana,Barley,Black,Organic,93,65,95,137,30.78,2123,5.6,2003
West Bengal,Soybean,Red Soil,Compost,137,106,89,178,19.63,933,7.96,2002
Maharashtra,Coffee,Red Soil,Urea,135,53,178,188,26.7,1875,6.46,2011
Tamil Nadu,Maize,Black,Compost,54,50,117,168,23.85,31212,5.88,2021
West Bengal,Barley,Red Soil,DAP,61,117,188,134,28.91,1836,7.17,2022
Maharashtra,Cotton,Sandy,DAP,89,66,127,53,20.67,1359,6.21,2007
Odisha,Wheat,Black,Organic,133,12,166,120,31.83,3322,6.96,2001
Gujarat,Cotton,Clay,Urea,128,47,92,203,33.9,35286,6.97,2005
Punjab,Wheat,Black,Organic,17,24,156,160,21.27,1705,6.61,2021
Haryana,Cotton,Loamy,DAP,94,101,178,99,20.09,1939,7.59,2009
Bihar,Jute,Sandy,Urea,138,94,182,189,20.91,1718,6.16,2011
Gujarat,Soybean,Clay,Compost,17,43,24,144,35.54,2070,6.62,2020
Andhra Pradesh,Coffee,Red Soil,Urea,105,89,140,258,28.56,1814,6.84,2009
Tamil Nadu,Groundnut,Loamy,NPK,111,53,148,274,27.35,1214,7.16,2009
Kerala,Pulses,Loamy,Urea,14,68,190,252,20.13,1630,7.46,2022
Rajasthan,Rice,Sandy,Compost,95,66,183,141,30.99,2626,6.49,2002
Haryana,Wheat,Clay,NPK,43,110,39,273,35.36,3820,7.12,2019
Odisha,Rice,Loamy,Organic,64,111,66,114,34.56,1034,5.88,2009
Uttar Pradesh,Maize,Clay,Urea,128,58,155,96,30.52,1126,7.83,2008
Punjab,Maize,Clay,Organic,123,109,188,269,19.51,2849,6.46,2019
Rajasthan,Rice,Loamy,Urea,35,13,137,230,20.25,4842,7.32,2018
Madhya Pradesh,Jute,Clay,DAP,56,92,57,155,18.99,1447,5.55,2013
West Bengal,Coffee,Sandy,DAP,122,41,145,248,23.15,1191,6.01,2001
Gujarat,Jute,Loamy,Compost,85,53,31,179,20.71,3604,6.72,2004
Punjab,Maize,Sandy,DAP,81,45,15,155,23.2,3523,7.7,2019
Madhya Pradesh,Barley,Sandy,NPK,98,21,194,73,25.7,676,6.82,2007
Maharashtra,Rice,Clay,NPK,55,92,113,53,36.86,800,7.82,2006
Madhya Pradesh,Maize,Clay,Urea,42,25,45,157,30.21,1112,6.71,2005
Bihar,Wheat,Loamy,Organic,10,55,88,68,34.7,2912,6.73,2010
Rajasthan,Groundnut,Red Soil,NPK,40,63,125,203,32.21,1963,5.8,2011
Tamil Nadu,Jute,Loamy,Urea,62,43,66,252,20.25,2263,7.51,2017
Gujarat,Maize,Sandy,Organic,57,59,58,89,32.72,4214,6.12,2018
Punjab,Coffee,Clay,DAP,78,45,182,99,23.5,1373,7.75,2009
Madhya Pradesh,Coffee,Sandy,Urea,114,43,91,220,30.78,2398,7.78,2024
Gujarat,Rice,Black,Organic,99,17,75,124,24.82,2963,7.86,2024
Punjab,Wheat,Black,Compost,72,68,86,286,37.95,1548,6.8,2020
West Bengal,Rice,Sandy,Compost,82,15,54,244,23.27,1166,7.19,2013
Punjab,Sugarcane,Red Soil,NPK,98,114,88,61,23.58,3488,7.45,2002
West Bengal,Soybean,Red Soil,Organic,22,23,29,244,36.61,2340,5.83,2017
Kerala,Soybean,Loamy,Compost,82,15,132,283,18.49,918,7.0,2023
Bihar,Coffee,Loamy,NPK,86,81,76,76,31.93,4215,5.59,2014
Rajasthan,Soybean,Loamy,Urea,77,50,92,162,32.51,2525,6.74,2005
Gujarat,Cotton,Clay,Urea,107,49,12,231,34.73,3105,5.89,2009
Rajasthan,Barley,Red Soil,Organic,134,5,191,243,37.49,2127,5.96,2011
West Bengal,Rice,Sandy,Organic,111,44,73,98,37.51,1330,6.41,2006
Madhya Pradesh,Barley,Black,Organic,111,112,49,193,19.31,2221,6.58,2016
Andhra Pradesh,Rice,Red Soil,Organic,28,23,68,179,34.44,3749,7.06,2000
Tamil Nadu,Sugarcane,Red Soil,Compost,91,80,192,109,30.93,1712,5.69,2017
Kerala,Maize,Red Soil,Compost,32,76,71,231,30.95,1168,6.76,2014
Andhra Pradesh,Cotton,Loamy,NPK,92,76,141,79,20.57,6952,5.96,2018
Karnataka,Groundnut,Clay,Compost,118,65,69,133,31.0,2192,6.93,2000
